,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b3631,6.35431962142E-07,1.64020561279E-06,0.000000789,2.46623748116E-06,0,1.84486109436E-06,3.69206852745E-06
b3967,3.56474319526E-06,4.29343624464E-06,3.87258453515E-06,3.00007685697E-06,3.74140402692E-06,3.17384717481E-06,3.67647510215E-06
b3981,2.28482694009E-06,2.44346887729E-06,3.62078746339E-06,4.96879963335E-06,4.51165058432E-06,3.46966453357E-06,3.67320588819E-06
b3945,4.51829319358E-06,4.77089651109E-06,3.30691816254E-06,2.62094019394E-06,1.13720852827E-06,1.8558815463E-06,3.6723841783E-06
b4393,4.04759090484E-06,3.32236879112E-06,4.28333916309E-06,3.83247067716E-06,2.90460794837E-06,3.9471410617E-06,3.65933760184E-06
b1874,2.12234840677E-06,2.37830507116E-06,0.000002836,2.78053095286E-06,1.57230755632E-06,3.01744068848E-06,3.65160894444E-06
b4146,1.35520987248E-06,1.3657629249E-06,1.77438969697E-06,0.000002427,0.000001581,1.51606854592E-06,3.63748514725E-06
b2977,1.38762286832E-05,6.16016092822E-05,3.44067165839E-06,7.72843439676E-06,2.99424475732E-06,6.85524371847E-06,3.61022187208E-06
b3250,2.02156935603E-06,2.24170431947E-06,4.04994328211E-06,4.80715271697E-06,0.000002639,2.12486173023E-06,3.6071155647E-06
b4023,2.87792274679E-06,2.43188606166E-06,2.43512120287E-06,2.46357273782E-06,2.8738517004E-06,2.30332958523E-06,3.57843926648E-06
b1624,1.27658065562E-05,6.77637409499E-06,8.42426506808E-06,6.87277525022E-06,7.8955372306E-06,9.84490396067E-06,3.56415802971E-06
b0187,1.0600799046E-05,4.55956073426E-06,2.79475086545E-06,3.7164539051E-06,0.000006717,5.12876165249E-06,0.000003562
b2897,3.51555808096E-06,4.24746996521E-06,6.98634160691E-06,4.64571288508E-06,0,0.000013258,3.55141824879E-06
b3010,1.47367226928E-08,1.57334092517E-08,1.66459469883E-08,3.08410579082E-08,0,7.29347188568E-08,3.53649922429E-06
b3195,2.7222609663E-06,2.34773440704E-06,3.36051952966E-06,2.95270465239E-06,0.000001805,2.49643431979E-06,3.53149113063E-06
b2992,8.94931282068E-07,5.16418954624E-07,1.14618283049E-06,1.27953984966E-06,0,2.0615202402E-06,3.51450404715E-06
b1435,1.70502337578E-07,2.22682242493E-07,5.50216009452E-07,1.24577941776E-06,0,1.68879697359E-06,3.50763736547E-06
b3071,2.10574197497E-06,2.63259909897E-06,2.48039780373E-06,2.84664535776E-06,0.000002967,2.50344133078E-06,3.50487893283E-06
b1631,3.0239329529E-06,3.26515040755E-06,3.38235257634E-06,3.42141822268E-06,2.64886066957E-06,2.94882861444E-06,3.50349009466E-06
b1584,2.62231673382E-06,2.78163483664E-06,3.71552479863E-06,3.14761708175E-06,3.10909001866E-06,2.63940549671E-06,3.4998984772E-06
b3343,2.25451287685E-06,2.86955240188E-06,2.91009242143E-06,1.93081592541E-06,0,0.000002504,3.4951105781E-06
b2173,1.3485222999E-06,1.6686783683E-06,1.74380049863E-06,1.81446266847E-06,2.70924808213E-06,1.99964197599E-06,3.48854287825E-06
b1090,5.27462061608E-06,4.84917354417E-06,3.68052272003E-06,2.99732255805E-06,1.1427249189E-06,0.000002201,3.48432784326E-06
b0853,8.04487098656E-10,1.59432728546E-06,8.82557744657E-07,1.86883267208E-06,6.637154457E-08,6.89114917841E-10,3.48008371724E-06
b0183,6.41580100316E-07,1.02808592134E-06,1.30849011628E-06,1.5328739823E-06,8.95093191903E-07,1.2826111791E-06,3.46734319534E-06
b3412,1.20850553576E-06,3.77551171129E-06,2.03910061648E-06,0.000001436,1.44793852426E-06,1.28759739756E-06,3.43642766E-06
b4389,3.92677549049E-06,2.62581377949E-06,4.28282566379E-06,3.12971137308E-06,4.84851298562E-06,3.19767087017E-06,3.42735728536E-06
b1748,1.36576774659E-05,7.50977954353E-06,5.67678575066E-06,4.77067116866E-06,3.84442530989E-06,1.1430750786E-05,3.42506178165E-06
b2137,3.96233680209E-06,4.50070244971E-06,1.88290097559E-06,3.12380526106E-06,0.000001243,2.16145538438E-06,0.00000342
b3743,1.24507227594E-06,1.28982860687E-06,1.5071819076E-06,1.66770663829E-06,0,1.9037859812E-06,3.41470676525E-06
b2794,2.31649684276E-06,2.01053834268E-06,3.35962382975E-06,3.94794459541E-06,0.000003935,3.13786683365E-06,3.39969963688E-06
b2168,6.5591495062E-06,1.75692721963E-06,2.83391843566E-06,0.000005375,0.0001414364,5.51381607282E-06,3.37623580686E-06
b2685,8.41701558703E-07,7.91935610298E-07,1.70833694485E-06,9.24541121375E-07,1.96012844864E-06,0.000001312,3.35443734029E-06
b3017,6.41157594633E-06,1.89131992927E-06,2.61680620135E-06,2.43059072821E-06,5.15905124109E-06,0.000004248,0.000003351
b4089,3.04472113602E-06,1.81751295668E-06,1.48125535894E-06,1.34348688559E-06,1.5228385337E-06,2.10059871047E-06,3.32574645173E-06
b3910,5.91747984778E-06,3.56236727487E-06,2.49131729631E-06,3.14560264686E-06,0.000002681,3.13621131275E-06,3.31114492548E-06
b2708,0.00000275,0.000004238,4.16059742565E-06,4.11444917215E-06,0.000002733,3.19593179668E-06,3.30613682494E-06
b2341,6.48074626755E-06,1.63022215191E-05,1.67711886115E-05,5.13870708312E-06,4.40629064776E-06,6.54946519267E-06,3.30335701144E-06
b2335,1.5039362775E-06,1.55311582264E-06,6.5454907771E-06,1.45505273199E-06,0,1.90307298528E-06,0.00000329
b3746,3.01080897959E-06,4.74229069728E-06,4.3742573568E-06,4.60767868306E-06,4.39809217893E-06,3.62493418899E-06,3.28408200639E-06
b1302,4.48319713152E-06,4.35474015665E-07,1.93745814646E-06,1.93531650986E-06,5.1121250811E-06,1.73692723624E-06,3.2834217027E-06
b3820,3.84686911096E-06,4.09623801921E-06,4.64115144972E-06,2.99719113227E-06,3.00111672642E-06,0.00000388,3.24226431625E-06
b2101,2.25282893858E-06,2.51978288327E-06,0.000003074,2.08261857839E-06,0,3.70341906911E-06,3.24112184891E-06
b0855,0.000004365,3.44839613748E-06,7.02276560765E-06,6.05572326693E-06,6.47812416183E-06,6.09023860897E-06,3.24070859878E-06
b2797,2.0736053816E-06,1.63727660746E-06,1.82031026598E-06,0.00000197,2.83946918995E-06,2.40570476449E-06,3.23846056868E-06
b1812,1.18722824072E-06,1.32811225495E-06,1.5121968654E-06,1.74191605227E-06,0.000001999,1.6651216365E-06,0.000003224
b0485,0.00000233,2.54393757598E-05,1.13448141211E-06,1.39730524718E-06,3.28006372207E-06,3.50070148875E-06,3.21810913377E-06
b0734,5.40632797516E-06,4.86969616042E-06,6.89065257498E-06,5.45145540196E-06,5.66680701545E-06,4.06547813028E-06,3.20887170734E-06
b2979,0.000002796,5.62516611362E-06,1.27916607069E-06,2.37753296502E-06,4.29772224074E-06,4.13517180826E-06,3.19120287669E-06
b3704,6.63416397304E-07,2.50940095064E-06,0.000001728,2.47743624313E-06,1.78976622636E-06,0.00000164,3.18667763522E-06
b2509,3.98546261591E-06,4.09713315306E-06,3.61913050521E-06,3.73149626076E-06,0.000006124,5.9624536369E-06,3.17850729158E-06
b2574,0.000001345,1.2738739284E-06,3.39565946477E-06,2.37143762476E-06,3.75521658007E-06,2.0029348436E-06,3.17622517513E-06
b0049,2.56108958664E-06,3.45645161207E-06,2.85929618816E-06,2.43684050698E-06,1.64773916871E-06,2.4373538035E-06,3.17021578008E-06
b2502,1.87834458516E-06,3.73179191054E-06,0.000003404,3.99693753345E-06,4.77353998948E-06,2.40268256084E-06,3.16849580546E-06
b3448,1.09685135887E-05,5.79883955825E-06,3.63213065306E-06,3.71581977378E-06,0.000003224,3.31783597142E-06,3.16313076041E-06
b1248,1.86987691115E-06,2.55419516611E-06,1.42084531101E-06,1.99237122938E-06,0,4.80712837248E-06,3.15023867412E-06
b0490,1.41361171201E-06,2.82043653997E-06,1.98837721844E-06,0.000001776,1.38811454711E-06,1.66335721804E-06,0.000003149
b4159,4.76179916074E-06,4.20389758643E-06,0.000006268,3.56560785758E-06,2.78815169262E-06,2.36707081655E-06,0.000003141
b4403,2.39713558133E-06,1.40090049696E-06,1.33255202616E-06,2.52088406323E-06,2.20885094616E-06,1.88783031665E-06,0.000003123
b2792,1.67172224949E-06,2.17447310209E-06,2.00128735553E-06,2.14107089148E-06,2.10915029729E-06,2.86545459332E-06,3.11446031085E-06
b0354,1.78320031656E-06,2.39861772819E-06,1.69143739984E-06,1.99287134196E-06,2.80262927296E-06,2.82607214214E-06,3.10037270742E-06
b0952,2.16215110211E-06,2.71408119921E-06,2.22574521871E-06,0.000002387,1.94474745258E-06,2.58453427519E-06,3.08827421134E-06
b3571,5.77512085366E-07,4.8368604663E-07,5.63858665318E-07,5.75807758656E-07,0,0.000000663,3.08678813499E-06
b3025,1.69859081838E-06,0.000002253,1.33813669852E-06,2.83209357698E-06,0,2.06721839522E-06,3.07645374266E-06
b2747,1.74984699523E-06,2.62510681569E-06,0.000002771,2.47049705751E-06,1.79694811789E-06,1.44016876883E-06,3.06764877275E-06
b0460,3.52436413543E-07,9.39674982119E-07,1.09651651469E-06,1.81475925007E-06,6.45080809218E-07,4.60748941264E-07,0.000003031
b0195,0.000003808,3.02568842502E-06,0.000002938,3.09829914465E-06,3.82055477233E-06,4.12464623135E-06,0.000003031
b1709,2.98442771076E-06,2.78884474743E-06,2.50577730181E-06,8.60168047618E-06,0,6.31078644187E-06,3.01526726029E-06
b3073,2.88793710419E-06,3.81362856404E-06,0.000002298,5.30839448658E-06,2.88224515001E-06,2.67524203449E-06,3.00842973186E-06
b0223,4.42519446985E-06,3.37493897964E-06,2.93087795332E-06,3.07510324279E-06,3.03961072918E-06,2.50154397585E-06,2.99959672539E-06
b0786,3.36107234339E-06,2.31265172958E-06,2.4623479023E-06,3.35126972953E-06,3.16113992027E-06,2.69011832656E-06,2.99823586661E-06
b2064,4.13441261263E-06,0.00000481,5.37187857987E-06,4.39033612696E-06,4.38347955735E-06,4.6040753708E-06,2.99610726195E-06
b0867,4.13671917079E-06,3.40856603746E-06,2.65367810953E-06,2.76821616261E-06,1.54930017789E-06,2.48351888584E-06,2.99554332114E-06
b2584,9.81682690868E-06,5.2372868562E-06,8.64849064072E-06,4.42271039296E-06,3.28826013991E-06,0.00000615,2.99489423676E-06
b1076,9.3148745788E-07,2.77802117672E-07,0.000001668,3.10705055124E-06,0,4.49219672647E-06,2.97019074628E-06
b2799,1.74584324114E-05,1.8708430632E-05,8.30293748232E-06,6.42632178889E-06,3.4415677407E-06,1.05092232716E-05,2.9682184324E-06
b0036,5.91803352031E-07,7.2838473396E-07,5.44148419202E-07,6.29741708639E-07,0,1.21454827988E-06,2.96592815398E-06
b3528,2.51457189437E-05,0.000020606,1.15424126146E-05,8.43784635213E-06,5.65562819232E-06,5.02713564324E-05,2.96420531277E-06
b1216,9.72099594348E-07,1.08830950597E-06,2.45659734405E-06,2.31960408035E-06,3.65958257156E-06,1.41328112918E-06,2.96406531273E-06
b0472,1.89030648175E-06,2.15654095158E-06,2.275342909E-06,2.42009124117E-06,0.000002431,2.76166287397E-06,2.95868920927E-06
b4374,1.0697707727E-06,4.95411744016E-07,1.51705593138E-06,1.59622888403E-06,1.50108337204E-06,1.27657936775E-06,2.94208463874E-06
b4361,1.97687736995E-06,2.6488176672E-06,1.71663431263E-06,1.83113027211E-06,0,1.66231565591E-06,2.94156455436E-06
b0144,1.29486138083E-06,2.02610442746E-06,0.000003262,2.90627791293E-06,0,3.15407945292E-06,2.93822531912E-06
b3788,4.64348672303E-07,1.2706955137E-06,1.73475595059E-06,2.19211646201E-06,1.65236607223E-06,1.69569677334E-06,2.9027082761E-06
b0429,4.20439098289E-07,1.56357495802E-06,1.4765032295E-06,7.62156360082E-07,1.72169329571E-06,1.02529471998E-06,2.9008600363E-06
b0355,1.27146237874E-06,2.71636142182E-06,6.20493675125E-07,2.65882392723E-06,0,1.93553389008E-06,2.89307147057E-06
b1981,1.15626717357E-06,1.69477922492E-07,6.77576918765E-07,1.41726942993E-06,1.46321029179E-06,1.10422595112E-06,2.88316543113E-06
b1564,0.000001981,1.94220769671E-06,2.4514606676E-06,2.54243502377E-06,2.67347103174E-06,1.94161690829E-06,2.86840746473E-06
b0751,2.20609788007E-06,1.76362221237E-06,2.33653364774E-06,1.82155767992E-06,2.39151414958E-06,0.000001608,2.86709439169E-06
b2188,0.000003751,4.00322996627E-06,4.91017724807E-06,4.66133336455E-06,6.25784472203E-06,4.55841902768E-06,2.86407133314E-06
b1321,1.07449475932E-06,1.86462417591E-06,2.31586322648E-06,3.41442298767E-06,1.32007552394E-06,1.9444359438E-06,2.86356472295E-06
b0103,1.74559929348E-06,3.18284827056E-06,2.93322902725E-06,1.76784910162E-06,1.83862133362E-06,1.55173631751E-06,2.86183858003E-06
b1327,1.91287919767E-06,7.39334740619E-07,0.000000983,2.56043077107E-06,0,0.000002079,2.8607941918E-06
b3828,0.000003782,6.48777795189E-06,0.000003334,1.90965673261E-06,2.56450211442E-06,3.33136518367E-06,2.85214634355E-06
b0852,1.24372431226E-06,1.59743048989E-06,2.81718327799E-06,4.55471338727E-06,0,0.000002986,2.84486177151E-06
b2793,4.71515667927E-10,1.88475062811E-06,2.48966496672E-06,2.40421373965E-06,2.61533333528E-06,0.000000145,2.8263761514E-06
b3542,4.36527723253E-06,4.25454448897E-06,9.84690607074E-06,5.08789131803E-06,0.000006542,7.04559221648E-06,2.82618995988E-06
b2418,5.81984108074E-06,0.000009966,7.49669139617E-06,8.50673773722E-06,4.21988640888E-06,5.08869528001E-06,2.82518350941E-06
b2441,3.06189332915E-06,3.00368869619E-06,2.69279232463E-06,3.7251740201E-06,3.01926611561E-06,3.23078499267E-06,2.81683824813E-06
b3399,0.000001163,8.29632531539E-07,1.45546330335E-06,2.09186734767E-06,0,1.73628941598E-06,2.77169645011E-06
b2331,1.19087827052E-06,2.00582077425E-06,2.62020969992E-06,2.3739181909E-06,2.21622998308E-06,2.26805821138E-06,2.76633786766E-06
b2676,1.8802889396E-06,3.01862895256E-06,2.11256187869E-06,2.43259144149E-06,1.60087623596E-06,0.000001268,2.75848015263E-06
b1536,5.21934132749E-06,2.99089776583E-06,1.6058967655E-06,2.03670904138E-06,9.69837199923E-07,7.83559082431E-07,2.74646777933E-06
b1987,6.54760348884E-07,3.72619904717E-07,3.80339020217E-07,0.000000626,1.66284945246E-06,0.000001235,2.72990346946E-06
b1427,4.47571246247E-06,5.17109750892E-06,0.00000382,3.8271272687E-06,2.18429842685E-06,0.000004188,2.72949287305E-06
b2566,3.4288153473E-06,1.57409140006E-06,2.52475975878E-06,2.29678279943E-06,4.34354044427E-06,4.57444222787E-06,2.72391011712E-06
b1806,7.69840956846E-06,0.000002327,3.87117056989E-06,2.37745935413E-06,2.73821575258E-06,2.49681177172E-06,2.72306269145E-06
b2700,4.39073081203E-06,3.43306505166E-06,3.617054259E-06,4.12731292358E-06,0.000003014,2.84067813356E-06,0.000002703
b1244,8.45237212901E-07,1.09751718009E-06,3.66324894302E-06,1.90277883836E-06,4.46071520911E-06,3.46421230231E-06,2.7020563814E-06
b0376,1.94480712906E-06,2.38967300793E-06,1.03775899391E-06,0.00000192,0,2.08870153892E-06,2.69681259493E-06
b1512,0.000000641,1.55351217372E-06,0.000001049,5.45627094173E-07,0,8.70103007319E-07,2.68811416764E-06
b0730,6.95261722239E-07,1.85509206523E-06,1.52173220668E-06,1.28690720885E-06,0,9.4737144766E-07,2.68261268092E-06
b1102,2.19547805891E-06,2.87022105929E-06,1.95388299231E-06,1.75117413489E-06,1.35057218031E-06,1.47027619674E-06,0.00000268
b2667,1.28789486421E-06,2.02942413925E-06,1.2267977881E-06,1.7836107182E-06,0,1.84059017909E-06,2.67710154407E-06
b0152,1.07818171492E-06,1.51392001036E-06,2.13537081861E-06,1.8931930593E-06,0,3.00237045006E-06,0.000002669
b0271,1.95276092125E-06,1.6567758362E-06,3.20027877345E-06,2.87521278133E-06,2.1600756703E-06,2.16741002499E-06,2.65656728415E-06
b0694,1.87333063552E-06,0.000001921,1.0750885134E-06,0.000001254,0,1.2584131984E-06,2.65489903812E-06
b0611,0.000008816,2.37873836285E-06,2.14194017508E-06,2.81756387995E-06,3.40415520882E-06,2.19971978963E-06,0.000002647
b2791,1.06790958084E-06,5.82831998443E-07,9.17162086459E-07,1.38647302862E-06,0,2.53367044713E-06,0.000002635
b3368,4.38108718421E-06,3.10150471777E-06,4.05385682181E-06,3.77794496982E-06,4.52184625533E-06,4.3159053446E-06,2.62683895193E-06
b3894,2.67285543619E-06,3.60985343844E-06,3.7673474534E-06,1.81059766183E-06,3.75014271701E-06,2.93930265194E-06,2.59842096191E-06
b3633,1.40950401306E-06,1.98858652007E-06,3.07835676453E-06,3.34327307152E-06,2.22371644883E-06,2.43041175715E-06,2.57826824705E-06
b1448,1.63556638097E-06,2.07815594845E-06,1.87509884645E-06,2.07209458051E-06,2.20408927395E-06,1.49823809505E-06,2.57550534142E-06
b4565,1.40715927029E-06,3.27106979205E-06,8.18893480169E-08,2.56277931739E-06,0,9.52201721126E-08,2.54610144076E-06
b1179,2.43947550445E-06,1.66660007748E-06,2.29775749645E-06,2.22371235545E-06,2.42249596259E-06,1.58049249264E-06,2.53740947429E-06
b2149,6.84886304637E-05,1.41360583765E-05,2.39187094168E-05,1.82834661992E-05,1.17455920305E-05,2.74264621609E-05,2.5319420121E-06
b4092,1.08236144845E-06,4.58164116658E-07,1.10422426201E-07,4.54360852311E-07,0,5.40423769674E-07,2.5193791922E-06
b2842,1.41763527016E-06,1.48712619679E-06,1.97241142405E-06,1.48651151868E-06,0,1.63723495278E-06,2.48642635356E-06
b0175,4.80626378573E-06,2.01835179236E-06,2.8692112844E-06,2.40530212617E-06,6.82507962039E-06,4.44888036377E-06,2.45828004291E-06
b1760,1.9532927962E-06,1.98894015339E-06,2.45571757334E-06,0.000002177,0,2.07671676393E-06,2.45394800945E-06
b3232,0.000001561,1.63840638679E-06,2.41225427054E-06,2.31059781641E-06,3.19406233987E-06,2.58354786125E-06,2.45079554848E-06
b2318,1.42934140509E-06,1.99992534525E-06,3.53992505883E-05,1.85476947342E-06,0,2.53883893077E-06,2.44806948067E-06
b3700,2.67517069388E-07,5.04347885435E-07,4.87648563534E-07,5.40554997836E-07,0,5.18358121513E-07,2.44280827775E-06
b0030,1.01799378046E-05,1.5062412786E-05,1.66808100553E-05,1.31740687106E-05,4.75484850044E-06,1.6401088494E-05,2.44268657096E-06
b0849,1.42365381879E-06,2.93909135325E-06,0.000001617,5.20753633242E-07,2.12750786868E-06,1.77161757213E-06,2.4415108906E-06
b2450,2.99345318676E-06,2.55151998264E-06,3.06060029101E-06,2.8291131672E-06,2.53489569704E-06,0.000002288,2.43905673391E-06
b0410,3.17524378397E-06,2.30016085895E-06,4.06605987293E-06,4.7727976777E-06,2.98661204084E-06,3.33892234499E-06,2.4384364536E-06
b1112,2.34547554446E-05,8.15787910271E-07,8.53788583992E-07,6.81841689317E-06,4.36995459631E-05,0.000024978,2.43371429769E-06
b2618,1.80637351668E-06,1.98661246407E-06,1.58793031254E-06,1.83749385383E-06,2.7839286636E-06,0.000002348,2.4230640438E-06
b2812,1.58161421169E-06,0.000002522,2.63877243453E-06,2.12482851637E-06,0,0.000001786,2.41648607944E-06
b0459,5.72236924219E-06,3.0446801005E-06,2.60128674487E-06,2.73108571098E-06,2.98449352734E-06,6.44991958066E-06,2.4162687788E-06
b0268,7.92391027523E-06,6.89359647826E-06,5.21655796933E-06,8.18091315209E-06,0.00000448,5.88278459347E-06,2.41331409953E-06
b3927,5.24552313719E-06,4.58353851822E-06,4.94274199453E-06,7.31616153674E-05,3.91135839918E-06,2.96568980404E-06,2.40925176985E-06
b2561,1.4137535218E-06,1.97181012259E-06,8.30699754814E-07,6.64904430373E-07,0,2.17645673925E-06,2.39886926964E-06
b1724,0.000001228,5.63650439204E-06,0.000002027,1.90007894502E-06,5.17727085457E-07,4.97138962096E-07,2.39770026507E-06
b4046,0.000005968,0.000003798,5.32530213996E-06,3.76244875012E-06,2.97436826868E-06,3.22281017802E-06,2.39420286481E-06
b2086,5.9796693644E-06,6.94010009457E-06,2.95287555463E-06,0.000004224,2.6236110111E-06,3.52555817662E-06,2.36661746277E-06
b1308,2.80357471933E-06,8.82926438519E-06,1.01026086029E-05,6.22757168E-06,3.04617580557E-06,7.57360239312E-06,2.36322234645E-06
b2434,1.54837384813E-06,2.11052106048E-06,2.27262506564E-06,2.0112656218E-06,1.97934290474E-06,1.80257386598E-06,2.36210590308E-06
b0662,2.81864528919E-06,2.2600912175E-06,1.63230271981E-06,2.11311338349E-06,2.21618344999E-06,2.40688113525E-06,2.36157726131E-06
b2291,0.000001,1.51776205374E-06,1.73731341439E-06,1.97543171037E-06,1.2750792394E-06,8.44600431863E-07,0.000002359
b1068,2.34058407188E-06,2.86282747643E-06,3.97883647424E-06,3.22343030167E-06,1.45894762799E-06,1.82755059618E-06,2.34116464889E-06
b2701,2.03116569951E-06,1.27264677898E-06,0.000002178,1.78166545765E-06,8.74595048663E-07,2.03822842412E-06,2.34021501736E-06
b3517,1.53308868006E-06,2.84476251136E-06,0.000001017,0.000001197,1.22524540685E-06,1.45605855741E-06,2.3365291651E-06
b3094,3.10252377551E-06,2.63320358831E-06,2.62732881581E-06,3.02711499709E-06,3.57326863076E-06,3.31340205475E-06,0.000002336
b0878,4.69979287429E-06,2.24683422584E-06,3.72942485433E-06,3.41550502126E-06,3.89294368231E-06,2.94506342609E-06,2.32418932534E-06
b0182,2.69046266007E-06,2.1493743849E-06,2.84329406337E-06,2.46308824042E-06,2.14565283911E-06,1.61273880808E-06,2.32342384733E-06
b4155,6.97948526662E-07,9.34362255065E-07,7.12250999004E-07,1.62241715718E-06,0,1.2144608498E-06,2.32186257347E-06
b3383,2.76921764541E-07,1.98647998564E-07,3.07515897998E-07,8.09763254797E-07,0,7.21426525292E-07,2.30392343119E-06
b1045,5.45188104936E-06,4.26907260979E-06,2.24290094045E-06,2.44712347045E-06,1.77686841244E-06,1.86071769983E-06,2.30289118901E-06
b3462,4.12826789735E-06,0.000002179,2.68739006735E-06,2.19517677531E-06,4.51723205196E-06,0.000002995,2.29668461024E-06
b2311,1.04891121265E-06,1.2265549533E-06,2.17938304703E-06,1.98728464963E-06,2.34027218625E-06,1.27426782551E-06,2.29175147184E-06
b1100,1.17079566579E-06,2.15409582E-06,0.000001647,1.57156565516E-06,1.86331465246E-06,0.000001479,2.27531554998E-06
b2063,1.02470114772E-06,1.6167278122E-06,2.55117827833E-06,2.00568606118E-06,1.90710149207E-06,0.000001265,2.27208943297E-06
b2423,1.57135296668E-06,1.89213663978E-06,2.92878263688E-06,2.60291746435E-06,3.90847444766E-06,2.98392754717E-06,2.26107310548E-06
b2677,3.99204155641E-07,2.35753859257E-07,5.22677900426E-07,4.10783239615E-07,2.28233133574E-07,3.22143013301E-07,0.000002252
b2473,0.000001369,2.30673458536E-06,8.47477538094E-07,0.000001905,8.45070776522E-10,3.34490805033E-08,2.24378193572E-06
b3199,4.04957055941E-06,2.7102441438E-06,2.37679105036E-06,2.38312177344E-06,2.89658016592E-06,3.2144240821E-06,2.23067762812E-06
b1116,8.39289875202E-07,1.35922472767E-06,3.26293443609E-06,1.73832646705E-06,3.715662794E-06,1.70618495566E-06,2.22455798759E-06
b1901,2.73967620455E-05,1.1269357321E-05,7.77889685974E-06,6.01761541335E-06,0.000001754,1.13072293181E-05,2.20151565027E-06
b3997,8.52541151442E-07,3.67515096311E-07,9.60622636788E-07,8.71527807779E-07,0.000000804,6.85113585595E-07,2.18080565246E-06
b0797,1.02439478665E-08,2.66857316305E-07,6.43957327214E-08,1.91517848559E-07,9.34798696072E-09,9.74983840865E-09,2.17356855329E-06
b1340,1.03989294437E-06,1.23217591998E-06,1.76621922514E-06,2.00673926872E-06,0,1.96319866608E-06,2.15853518709E-06
b2428,4.55230628737E-06,0.000004549,4.27685337089E-06,6.39165337301E-06,3.20725365043E-06,5.60440263972E-06,2.15512781972E-06
b0968,8.7948695128E-06,5.52354830594E-06,4.61666063345E-06,5.91687175335E-06,3.45078647402E-06,3.64465680002E-06,2.15215329852E-06
b1294,2.20220117208E-06,1.93553937294E-06,2.31106364377E-06,1.79422389681E-06,1.65886343172E-06,1.39647474786E-06,2.14892354446E-06
b1955,9.68578070027E-06,4.95140243321E-06,2.7313360973E-06,3.34016092796E-06,1.96327304716E-06,3.40537172397E-06,2.12874614873E-06
b3524,9.2192417781E-06,4.44716339286E-06,3.56985045628E-06,2.90084978112E-06,0.000002424,3.119340947E-06,2.118729317E-06
b2181,9.81053614511E-07,1.44770257867E-06,0.000001733,1.96983220523E-06,0,0.000001402,2.1056341196E-06
b2369,1.15830268675E-06,3.25305241609E-06,2.05335964745E-06,7.29176011168E-07,3.24440192985E-06,2.04722064081E-06,2.09177137222E-06
b2432,2.38434820513E-06,1.28428512743E-06,2.37528282856E-06,1.84542297612E-06,1.99513798962E-06,2.28206658353E-06,2.08277203006E-06
b3018,1.8658836106E-06,1.47393798277E-06,2.51974923607E-06,2.09884913815E-06,0.000003111,1.5736652992E-06,2.07994496955E-06
b0493,0.000002163,0.000000989,2.75028193536E-06,2.01078422424E-06,2.26137661168E-06,2.00247988525E-06,2.05260631275E-06
b1282,1.4377970916E-06,1.08782516502E-06,1.54122610613E-06,1.76425266685E-06,1.53167570321E-06,0.000001814,2.05132439385E-06
b2675,3.32221935535E-06,1.43324139359E-06,2.26945147054E-06,1.8254326252E-06,1.75806201389E-06,1.33734254941E-06,2.04909079227E-06
b2725,7.34474883401E-08,6.70255010132E-07,2.6112950084E-07,4.55253717935E-07,1.2765446827E-07,7.28843504831E-08,2.04507134528E-06
b4351,0.00000156,0.000002907,4.01574169746E-06,3.63666938761E-06,2.81043932142E-06,3.11781593758E-06,2.0282207627E-06
b3450,2.83385762884E-06,2.28369555208E-06,1.65629754195E-06,1.87206147923E-06,1.42577603072E-06,4.58818433084E-06,2.00913837582E-06
b0146,7.55469257769E-07,8.34363149943E-07,5.03119831736E-07,1.0098712003E-06,0,9.70945932302E-07,1.99787195054E-06
b2678,8.76271468943E-07,7.73669237784E-07,2.85467487695E-07,5.67189089418E-07,8.83196377218E-07,5.0774037558E-07,1.9876714992E-06
b3884,3.23051526221E-06,2.70120022865E-06,0.000003561,3.29714521728E-06,2.26416229142E-06,2.62544368285E-06,1.98353099545E-06
b4108,3.06385516714E-06,2.37677922978E-06,2.83865225538E-06,3.14672597588E-06,2.04325637042E-06,2.468201063E-06,1.9749464321E-06
b3634,2.22110467546E-06,1.15509379705E-06,0.000001393,1.96132691761E-06,1.68409870141E-06,0.000002127,1.94709098215E-06
b3650,1.78669297871E-06,2.77913349637E-06,3.15408217546E-06,2.23066321864E-06,2.94447544861E-06,0.00000145,1.94283364525E-06
b1733,1.04027455828E-06,1.05668634324E-06,0.000002893,1.02329835446E-06,0,1.13539223814E-06,1.93593318381E-06
b2830,8.73100940302E-07,9.20827933134E-07,5.8179583048E-07,0.000001304,0,1.1786143295E-06,1.93472610311E-06
b4479,1.63417154787E-06,3.01720695001E-06,3.43041823465E-06,1.93319429682E-06,8.61878482828E-07,1.16227256724E-06,1.92967263865E-06
b1335,1.0825606917E-06,9.14737867739E-07,1.91666955608E-06,1.81283460142E-06,0,0.000001313,1.92610297503E-06
b1961,1.23074143153E-06,1.48319876951E-06,1.79822644507E-06,1.72936177148E-06,1.11794732046E-06,1.41712346669E-06,1.91923891072E-06
b1190,1.63006280355E-06,0.000012028,1.12721345892E-05,3.72866246072E-06,2.36606337448E-06,3.61763665791E-06,1.91611762964E-06
b4354,1.7623633276E-06,8.5769675441E-07,0.0001610332,2.01621022957E-06,2.46206610715E-06,1.65590827912E-06,1.91121484882E-06
