reaction_id,reaction_string,EC_number
LPLIPAL2E120,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Sn-Glycero-3-phosphoethanolamine + H+,
LPLIPAL2E140,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecanoate (n-C14:0),
LPLIPAL2E141,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecenoate (n-C14:1),
LPLIPAL2E160,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecanoate (n-C16:0),3.1.1.5
LPLIPAL2E161,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecenoate (n-C16:1),
LPLIPAL2E180,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecanoate (n-C18:0),3.1.1.5
LPLIPAL2E181,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecenoate (n-C18:1),
LPLIPAL2G120,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Glycerophosphoglycerol + H+,
LPLIPAL2G140,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecanoate (n-C14:0),
LPLIPAL2G141,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecenoate (n-C14:1),
LPLIPAL2G160,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecanoate (n-C16:0),
LPLIPAL2G161,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecenoate (n-C16:1),
LPLIPAL2G180,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecanoate (n-C18:0),
LPLIPAL2G181,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecenoate (n-C18:1),
LSERDHr,Nicotinamide adenine dinucleotide phosphate + L-Serine ⇒ 2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.276
LYSDC,"H+ + L-Lysine ⇒ 1,5-Diaminopentane + CO2",4.1.1.18
LYSTRS,ATP + L-Lysine + TRNA(Lys) ⇒ AMP + L-Lysine-tRNA (Lys) + Diphosphate,6.1.1.6
LYSabcpp,ATP + H2O + L-Lysine ⇒ ADP + H+ + L-Lysine + Phosphate,3.6.3.21
LYSt2pp,H+ + L-Lysine ⇒ H+ + L-Lysine,
LYSt3pp,H+ + L-Lysine ⇒ H+ + L-Lysine,
LYStex,L-Lysine ⇒ L-Lysine,
LYXI,L-Lyxose ⇒ L-Xylulose,5.3.1.-
LYXt2pp,H+ + L-Lyxose ⇒ H+ + L-Lyxose,
LYXtex,L-Lyxose ⇒ L-Lyxose,
M1PD,D-Mannitol 1-phosphate + Nicotinamide adenine dinucleotide ⇒ D-Fructose 6-phosphate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.17
MACPD,H+ + Malonyl-[acyl-carrier protein] ⇒ Acetyl-ACP + CO2,4.1.1.87
MALCOAMT,S-Adenosyl-L-methionine + Malonyl-CoA ⇒ S-Adenosyl-L-homocysteine + Malonyl-CoA methyl ester,
MALDDH,D-Malate + Nicotinamide adenine dinucleotide ⇒ CO2 + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.83
MALDt2_2pp,2.0 H+ + D-Malate ⇒ 2.0 H+ + D-Malate,
MALDtex,D-Malate ⇒ D-Malate,
MALS,Acetyl-CoA + Glyoxylate + H2O ⇒ Coenzyme A + H+ + L-Malate,2.3.3.9
MALTATr,Acetyl-CoA + Maltose ⇒ Acetyl-maltose + Coenzyme A,2.3.1.79
MALTHXabcpp,ATP + H2O + Maltohexaose ⇒ ADP + H+ + Maltohexaose + Phosphate,
MALTHXtexi,Maltohexaose ⇒ Maltohexaose,
MALTPTabcpp,ATP + H2O + Maltopentaose ⇒ ADP + H+ + Maltopentaose + Phosphate,
MALTPTtexi,Maltopentaose ⇒ Maltopentaose,
MALTTRabcpp,ATP + H2O + Maltotriose ⇒ ADP + H+ + Maltotriose + Phosphate,3.6.3
MALTTRtexi,Maltotriose ⇒ Maltotriose,
MALTTTRabcpp,ATP + H2O + Maltotetraose ⇒ ADP + H+ + Maltotetraose + Phosphate,3.6.3
MALTTTRtexi,Maltotetraose ⇒ Maltotetraose,
MALTabcpp,ATP + H2O + Maltose ⇒ ADP + H+ + Maltose + Phosphate,3.6.3.19
MALTptspp,Maltose + Phosphoenolpyruvate ⇒ Maltose 6'-phosphate + Pyruvate,
MALTtexi,Maltose ⇒ Maltose,
MALt2_2pp,2.0 H+ + L-Malate ⇒ 2.0 H+ + L-Malate,
MALt2_3pp,3.0 H+ + L-Malate ⇒ 3.0 H+ + L-Malate,
MALt3pp,H+ + L-Malate ⇒ H+ + L-Malate,
MALtex,L-Malate ⇒ L-Malate,
MAN1PT2,GDP + H+ + D-Mannose 1-phosphate ⇒ GDP-D-mannose + Phosphate,2.7.7.22
MAN6PI,D-Mannose 6-phosphate ⇒ D-Fructose 6-phosphate,5.3.1.8
MAN6Pt6_2pp,D-Mannose 6-phosphate + 2.0 Phosphate ⇒ D-Mannose 6-phosphate + 2.0 Phosphate,
MAN6Ptex,D-Mannose 6-phosphate ⇒ D-Mannose 6-phosphate,
MANAO,D-Mannonate + Nicotinamide adenine dinucleotide ⇒ D-Fructuronate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.57
MANGLYCptspp,2(alpha-D-Mannosyl)-D-glycerate + Phosphoenolpyruvate ⇒ 2(alpha-D-Mannosyl-6-phosphate)-D-glycerate + Pyruvate,
MANGLYCtex,2(alpha-D-Mannosyl)-D-glycerate ⇒ 2(alpha-D-Mannosyl)-D-glycerate,
MANPGH,H2O + 2(alpha-D-Mannosyl-6-phosphate)-D-glycerate ⇒ (R)-Glycerate + D-Mannose 6-phosphate,3.2.1.170
MANptspp,D-Mannose + Phosphoenolpyruvate ⇒ D-Mannose 6-phosphate + Pyruvate,
MANtex,D-Mannose ⇒ D-Mannose,
MCITD,2-Methylcitrate ⇒ Cis-2-Methylaconitate + H2O,4.2.1.79
MCITL2,Methylisocitrate ⇒ Pyruvate + Succinate,4.1.3.30
MCITS,H2O + Oxaloacetate + Propanoyl-CoA ⇒ 2-Methylcitrate + Coenzyme A + H+,2.3.3.5
MCOATA,Acyl carrier protein + Malonyl-CoA ⇒ Coenzyme A + Malonyl-[acyl-carrier protein],2.3.1.86
MCPST,Hydrogen cyanide + Mercaptopyruvate ⇒ H+ + Pyruvate + Thiocyanate,2.8.1.2
MCTP1App,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",
MCTP1Bpp,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",
MCTP2App,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 D-Alanine + Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)",
MDDCP1pp,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ D-Alanine + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",3.4.16.4
MDDCP2pp,H2O + Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain) ⇒ D-Alanine + Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),3.4.16.4
MDDCP3pp,"H2O + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
MDDCP4pp,"H2O + Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
MDDCP5pp,"H2O + Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.16.4
MDDEP1pp,"H2O + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",
MDDEP2pp,"H2O + Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",
MDDEP3pp,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",
MDDEP4pp,"H2O + Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain) ⇒ Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)",
MDH,L-Malate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Oxaloacetate,1.1.1.37
MDH2,L-Malate + Ubiquinone-8 ⇒ Oxaloacetate + Ubiquinol-8,
MDH3,L-Malate + Menaquinone 8 ⇒ Menaquinol 8 + Oxaloacetate,
ME1,L-Malate + Nicotinamide adenine dinucleotide ⇒ CO2 + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.39
ME2,L-Malate + Nicotinamide adenine dinucleotide phosphate ⇒ CO2 + Nicotinamide adenine dinucleotide phosphate - reduced + Pyruvate,1.1.1.40
MECDPDH5,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate + 2.0 Flavodoxin reduced + H+ ⇒ 2.0 Flavodoxin semi oxidized + 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H2O",
MECDPS,"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol ⇒ 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + CMP",4.6.1.12
MELIBt2pp,H+ + Melibiose ⇒ H+ + Melibiose,
MELIBt3ipp,H+ + Melibiose ⇒ H+ + Melibiose,
MELIBtex,Melibiose ⇒ Melibiose,
MEOHtex,Methanol ⇒ Methanol,
MEOHtrpp,Methanol ⇒ Methanol,
MEPCT,2-C-methyl-D-erythritol 4-phosphate + CTP + H+ ⇒ 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + Diphosphate,2.7.7.60
METAT,ATP + H2O + L-Methionine ⇒ S-Adenosyl-L-methionine + Phosphate + Diphosphate,2.5.1.6
METDabcpp,ATP + H2O + D-Methionine ⇒ ADP + H+ + D-Methionine + Phosphate,
METDtex,D-Methionine ⇒ D-Methionine,
METOX1s,Hydrogen peroxide + L-Methionine ⇒ H2O + L-Methionine Sulfoxide,
METOX2s,Hydrogen peroxide + L-Methionine ⇒ H2O + L-methionine-R-sulfoxide,
METS,"5-Methyltetrahydrofolate + L-Homocysteine ⇒ H+ + L-Methionine + 5,6,7,8-Tetrahydrofolate",2.1.1.13
METSOX1abcpp,ATP + H2O + L-Methionine Sulfoxide ⇒ ADP + H+ + L-Methionine Sulfoxide + Phosphate,
METSOX1tex,L-Methionine Sulfoxide ⇒ L-Methionine Sulfoxide,
METSOX2abcpp,ATP + H2O + L-methionine-R-sulfoxide ⇒ ADP + H+ + L-methionine-R-sulfoxide + Phosphate,
METSOX2tex,L-methionine-R-sulfoxide ⇒ L-methionine-R-sulfoxide,
METSOXR1,L-Methionine Sulfoxide + Reduced thioredoxin ⇒ H2O + L-Methionine + Oxidized thioredoxin,1.8.4.14
METSOXR2,L-methionine-R-sulfoxide + Reduced thioredoxin ⇒ H2O + L-Methionine + Oxidized thioredoxin,
METTRS,ATP + L-Methionine + TRNA(Met) ⇒ AMP + L-Methionyl-tRNA (Met) + Diphosphate,6.1.1.10
METabcpp,ATP + H2O + L-Methionine ⇒ ADP + H+ + L-Methionine + Phosphate,
METtex,L-Methionine ⇒ L-Methionine,
MG2t3_2pp,2.0 H+ + Magnesium ⇒ 2.0 H+ + Magnesium,
MG2tex,Magnesium ⇒ Magnesium,
MG2tpp,Magnesium ⇒ Magnesium,
MG2uabcpp,ATP + H2O + Magnesium ⇒ ADP + H+ + Magnesium + Phosphate,3.6.3.2
MGSA,Dihydroxyacetone phosphate ⇒ Methylglyoxal + Phosphate,4.2.3.3
MI1PP,H2O + 1D-myo-Inositol 1-phosphate ⇒ Myo-Inositol + Phosphate,3.1.3.25
MICITDr,Cis-2-Methylaconitate + H2O ⇒ Methylisocitrate,4.2.1.99
MINCYCtex,Minocycline ⇒ Minocycline,
MINCYCtpp,H+ + Minocycline ⇒ H+ + Minocycline,
MINOHPtexi,Myo-Inositol hexakisphosphate ⇒ Myo-Inositol hexakisphosphate,
MLDCP1App,"H2O + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",3.4.17.13
MLDCP1Bpp,"H2O + Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
MLDCP2App,"H2O + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanyl-D-alanine + Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
MLDCP2Bpp,"H2O + Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",3.4.17.13
MLDCP3App,"H2O + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ D-Alanyl-D-alanine + Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",3.4.17.13
MLDEP1pp,"H2O + Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",
MLDEP2pp,"H2O + Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain) ⇒ Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",
MLTG1,H2O + Maltotriose ⇒ D-Glucose + Maltose,3.2.1.20
MLTG2,H2O + Maltotetraose ⇒ D-Glucose + Maltotriose,
MLTG3,H2O + Maltopentaose ⇒ D-Glucose + Maltotetraose,3.2.1.74
MLTG4,H2O + Maltohexaose ⇒ D-Glucose + Maltopentaose,
MLTG5,H2O + Maltoheptaose ⇒ D-Glucose + Maltohexaose,
MLTGY1pp,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",
MLTGY2pp,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain) ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide + N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",
MLTGY3pp,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain) ⇒ 2.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide",
MLTGY4pp,"Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain) ⇒ N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide + Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",
MLTP1,Maltopentaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltotetraose,2.4.1.1
MLTP2,Maltohexaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltopentaose,2.4.1.1
MLTP3,Maltoheptaose + Phosphate ⇒ D-Glucose 1-phosphate + Maltohexaose,2.4.1.1
MMCD,H+ + (S)-Methylmalonyl-CoA ⇒ CO2 + Propanoyl-CoA,4.1.1.9
MMETt2pp,H+ + S-Methyl-L-methionine ⇒ H+ + S-Methyl-L-methionine,
MMETtex,S-Methyl-L-methionine ⇒ S-Methyl-L-methionine,
MMM,Succinyl-CoA ⇒ (S)-Methylmalonyl-CoA,
MN2t3pp,H+ + Mn2+ ⇒ H+ + Mn2+,
MN2tpp,Mn2+ ⇒ Mn2+,
MN6PP,H2O + D-Mannose 6-phosphate ⇒ D-Mannose + Phosphate,
MNLptspp,D-Mannitol + Phosphoenolpyruvate ⇒ D-Mannitol 1-phosphate + Pyruvate,
MNLtex,D-Mannitol ⇒ D-Mannitol,
MNNH,D-Mannonate ⇒ 2-Dehydro-3-deoxy-D-gluconate + H2O,4.2.1.8
MNt2pp,H+ + Mn2+ ⇒ H+ + Mn2+,
MNtex,Mn2+ ⇒ Mn2+,
MOADSUx,IscS with bound sulfur + MoaD Protein with bound AMP + Nicotinamide adenine dinucleotide - reduced ⇒ AMP + IscS sulfur acceptor protein + MoaD Protein with thiocarboxylate + Nicotinamide adenine dinucleotide,
MOAT,"CMP-3-deoxy-D-manno-octulosonate + 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate ⇒ CMP + H+ + KDO-lipid IV(A)",2.4.99.12
MOAT2,CMP-3-deoxy-D-manno-octulosonate + KDO-lipid IV(A) ⇒ CMP + H+ + KDO(2)-lipid IV(A),2.4.99.13
MOAT3C,CMP-3-deoxy-D-manno-octulosonate + Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA ⇒ CMP + H+ + Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,
MOBDabcpp,ATP + H2O + Molybdate ⇒ ADP + H+ + Molybdate + Phosphate,3.6.3.29
MOBDtex,Molybdate ⇒ Molybdate,
MOCDS,CTP + H+ + Molybdenum cofactor ⇒ Molybdopterin cytosine dinucleotide + Diphosphate,
MOCOS,2.0 H+ + Molybdate + Adenylated molybdopterin ⇒ AMP + Cu2+ + H2O + Molybdenum cofactor,
MOGDS,GTP + H+ + Molybdenum cofactor ⇒ Molybdopterin guanine dinucleotide + Diphosphate,
MOHMT,"3-Methyl-2-oxobutanoate + H2O + 5,10-Methylenetetrahydrofolate ⇒ 2-Dehydropantoate + 5,6,7,8-Tetrahydrofolate",2.1.2.11
MOX,L-Malate + O2 ⇒ Hydrogen peroxide + Oxaloacetate,1.1.5.4
MPTAT,ATP + H+ + Molybdopterin ⇒ Adenylated molybdopterin + Diphosphate,
MPTG,"2.0 Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala ⇒ 2.0 H+ + Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + 2.0 Undecaprenyl diphosphate",
MPTG2,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala ⇒ H+ + Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) + Undecaprenyl diphosphate",
MPTS,Cyclic pyranopterin monophosphate + Cu2+ + 2.0 MoaD Protein with thiocarboxylate ⇒ 5.0 H+ + 2.0 MoaD Protein with carboxylate + Molybdopterin,
MPTSS,ATP + H+ + MoaD Protein with carboxylate ⇒ MoaD Protein with bound AMP + Diphosphate,
MSAR,H+ + Malonate semialdehyde + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 3-Hydroxypropanoate + Nicotinamide adenine dinucleotide phosphate,1.1.1.298
MSO3abcpp,ATP + H2O + Methanesulfonate ⇒ ADP + H+ + Methanesulfonate + Phosphate,
MSO3tex,Methanesulfonate ⇒ Methanesulfonate,
MTAN,5-Methylthioadenosine + H2O ⇒ 5-Methylthio-D-ribose + Adenine,3.2.2.9
MTHFC,"H2O + 5,10-Methenyltetrahydrofolate ⇒ 10-Formyltetrahydrofolate + H+",3.5.4.9
MTHFD,"5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide phosphate ⇒ 5,10-Methenyltetrahydrofolate + Nicotinamide adenine dinucleotide phosphate - reduced",1.5.1.5
MTHFR2,"2.0 H+ + 5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide - reduced ⇒ 5-Methyltetrahydrofolate + Nicotinamide adenine dinucleotide",1.5.1.20
MTHTHFSs,"H2O + (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one ⇒ (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",
MTRPOX,N-Methyltryptophan + H2O + O2 ⇒ Formaldehyde + Hydrogen peroxide + L-Tryptophan,1.5.3.2
N2Otex,Nitrous oxide ⇒ Nitrous oxide,
N2Otpp,Nitrous oxide ⇒ Nitrous oxide,
NACODA,N-Acetyl-L-glutamate 5-semialdehyde + H2O ⇒ Acetate + L-Glutamate 5-semialdehyde,
NACtex,Nicotinate ⇒ Nicotinate,
NACtpp,Nicotinate ⇒ Nicotinate,
NADDP,H2O + Nicotinamide adenine dinucleotide ⇒ AMP + 2.0 H+ + NMN,3.6.1.9
NADH10,H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide - reduced ⇒ Menaquinol 8 + Nicotinamide adenine dinucleotide,
NADH16pp,4.0 H+ + Nicotinamide adenine dinucleotide - reduced + Ubiquinone-8 ⇒ 3.0 H+ + Nicotinamide adenine dinucleotide + Ubiquinol-8,1.6.5.3
NADH17pp,4.0 H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide - reduced ⇒ 3.0 H+ + Menaquinol 8 + Nicotinamide adenine dinucleotide,1.6.5.3
NADH18pp,2-Demethylmenaquinone 8 + 4.0 H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2-Demethylmenaquinol 8 + 3.0 H+ + Nicotinamide adenine dinucleotide,1.6.5.3
NADH5,H+ + Nicotinamide adenine dinucleotide - reduced + Ubiquinone-8 ⇒ Nicotinamide adenine dinucleotide + Ubiquinol-8,
NADH9,2-Demethylmenaquinone 8 + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ 2-Demethylmenaquinol 8 + Nicotinamide adenine dinucleotide,
NADK,ATP + Nicotinamide adenine dinucleotide ⇒ ADP + H+ + Nicotinamide adenine dinucleotide phosphate,2.7.1.23
NADN,H2O + Nicotinamide adenine dinucleotide ⇒ ADPribose + H+ + Nicotinamide,3.5.1.-
NADPHQR2,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Ubiquinone-8 ⇒ Nicotinamide adenine dinucleotide phosphate + Ubiquinol-8,
NADPHQR3,H+ + Menaquinone 8 + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Menaquinol 8 + Nicotinamide adenine dinucleotide phosphate,
NADPHQR4,2-Demethylmenaquinone 8 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ 2-Demethylmenaquinol 8 + Nicotinamide adenine dinucleotide phosphate,
NADPPPS,H2O + Nicotinamide adenine dinucleotide phosphate ⇒ Nicotinamide adenine dinucleotide + Phosphate,3.1.3.-
NADS1,ATP + Deamino-NAD+ + Ammonium ⇒ AMP + H+ + Nicotinamide adenine dinucleotide + Diphosphate,6.3.1.5
NADTRHD,Nicotinamide adenine dinucleotide + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ Nicotinamide adenine dinucleotide - reduced + Nicotinamide adenine dinucleotide phosphate,1.6.1.3
NAMNPP,ATP + H2O + Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate ⇒ ADP + Nicotinate D-ribonucleotide + Phosphate + Diphosphate,6.3.4.21
NAt3_1p5pp,3.0 H+ + 2.0 Sodium ⇒ 3.0 H+ + 2.0 Sodium,
NAt3_2pp,2.0 H+ + Sodium ⇒ 2.0 H+ + Sodium,
NAt3pp,H+ + Sodium ⇒ H+ + Sodium,
NAtex,Sodium ⇒ Sodium,
NDPK1,ATP + GDP ⇒ ADP + GTP,2.7.4.6
NDPK2,ATP + UDP ⇒ ADP + UTP,2.7.4.6
NDPK3,ATP + CDP ⇒ ADP + CTP,2.7.4.6
NDPK4,ATP + DTDP ⇒ ADP + DTTP,2.7.4.6
NDPK5,ATP + DGDP ⇒ ADP + DGTP,2.7.4.6
NDPK6,ATP + DUDP ⇒ ADP + DUTP,2.7.4.6
NDPK7,ATP + DCDP ⇒ ADP + DCTP,2.7.4.6
NDPK8,ATP + DADP ⇒ ADP + DATP,2.7.4.6
NH4tex,Ammonium ⇒ Ammonium,
NH4tpp,Ammonium ⇒ Ammonium,
NHFRBO,H+ + Nicotinamide adenine dinucleotide - reduced + 2.0 Nitric oxide ⇒ H2O + Nitrous oxide + Nicotinamide adenine dinucleotide,1.7.1.14
NI2abcpp,ATP + H2O + Nickel ⇒ ADP + H+ + Nickel + Phosphate,3.6.3.24
NI2t3pp,H+ + Nickel ⇒ H+ + Nickel,
NI2tex,Nickel ⇒ Nickel,
NI2tpp,Nickel ⇒ Nickel,
NI2uabcpp,ATP + H2O + Nickel ⇒ ADP + H+ + Nickel + Phosphate,3.6.3.24
NMNAT,ATP + H+ + NMN ⇒ Nicotinamide adenine dinucleotide + Diphosphate,2.7.7.18
NMNDA,H2O + NMN ⇒ Ammonium + Nicotinate D-ribonucleotide,3.5.1.42
NMNN,H2O + NMN ⇒ H+ + Nicotinamide + Alpha-D-Ribose 5-phosphate,3.2.2.14
NMNPtpp,NMN ⇒ NMN,
NMNt7pp,H2O + NMN ⇒ H+ + Nicotinamide + Alpha-D-Ribose 5-phosphate,3.2.2.14
NMNtex,NMN ⇒ NMN,
NNAM,H2O + Nicotinamide ⇒ Nicotinate + Ammonium,3.5.1.19
NNATr,ATP + H+ + Nicotinate D-ribonucleotide ⇒ Deamino-NAD+ + Diphosphate,2.7.7.18
NNDMBRT,"5,6-Dimethylbenzimidazole + Nicotinate D-ribonucleotide ⇒ N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole + H+ + Nicotinate",2.4.2.21
NNDPR,2.0 H+ + 5-Phospho-alpha-D-ribose 1-diphosphate + Quinolinate ⇒ CO2 + Nicotinate D-ribonucleotide + Diphosphate,2.4.2.19
NO2t2rpp,H+ + Nitrite ⇒ H+ + Nitrite,
