,BIGG_id,reaction_id,reaction_string,EC_number
1577,INStex,INStex,Inosine ⇒ Inosine,
1578,IPDDI,IPDDI,Isopentenyl diphosphate ⇒ Dimethylallyl diphosphate,5.3.3.2
1579,IPDPS,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ H2O + Isopentenyl diphosphate + Nicotinamide adenine dinucleotide,1.17.1.2
1580,IPMD,IPMD,3-Carboxy-2-hydroxy-4-methylpentanoate + Nicotinamide adenine dinucleotide ⇒ 3-Carboxy-4-methyl-2-oxopentanoate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.85
1581,IPPMIa,IPPMIa,3-Carboxy-2-hydroxy-4-methylpentanoate ⇒ 2-Isopropylmaleate + H2O,4.2.1.33
1582,IPPMIb,IPPMIb,2-Isopropylmaleate + H2O ⇒ 3-Carboxy-3-hydroxy-4-methylpentanoate,4.2.1.33
1583,IPPS,IPPS,3-Methyl-2-oxobutanoate + Acetyl-CoA + H2O ⇒ 3-Carboxy-3-hydroxy-4-methylpentanoate + Coenzyme A + H+,2.3.3.13
1584,ISETACabcpp,ISETACabcpp,ATP + H2O + Isethionic acid ⇒ ADP + H+ + Isethionic acid + Phosphate,
1585,ISETACtex,ISETACtex,Isethionic acid ⇒ Isethionic acid,
1586,K2L4Aabcpp,K2L4Aabcpp,ATP + H2O + KDO(2)-lipid IV(A) ⇒ ADP + H+ + KDO(2)-lipid IV(A) + Phosphate,
1587,K2L4Aabctex,K2L4Aabctex,ATP + H2O + KDO(2)-lipid IV(A) ⇒ ADP + H+ + KDO(2)-lipid IV(A) + Phosphate,
1588,KARA1,KARA1,"(R)-2,3-Dihydroxy-3-methylbutanoate + Nicotinamide adenine dinucleotide phosphate ⇒ (S)-2-Acetolactate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced",1.1.1.86
1589,KARA2,KARA2,"(S)-2-Aceto-2-hydroxybutanoate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-2,3-Dihydroxy-3-methylpentanoate + Nicotinamide adenine dinucleotide phosphate",1.1.1.86
1590,KAS14,KAS14,Acetyl-ACP + H+ + Malonyl-[acyl-carrier protein] ⇒ Acyl carrier protein + Acetoacetyl-ACP + CO2,2.3.1.86
1591,KAS15,KAS15,Acetyl-CoA + H+ + Malonyl-[acyl-carrier protein] ⇒ Acetoacetyl-ACP + CO2 + Coenzyme A,2.3.1.180
1592,KDOCT2,KDOCT2,CTP + 3-Deoxy-D-manno-2-octulosonate ⇒ CMP-3-deoxy-D-manno-octulosonate + Diphosphate,2.7.7.38
1593,KDOPP,KDOPP,H2O + 3-Deoxy-D-manno-octulosonate 8-phosphate ⇒ 3-Deoxy-D-manno-2-octulosonate + Phosphate,3.1.3.45
1594,KDOPS,KDOPS,D-Arabinose 5-phosphate + H2O + Phosphoenolpyruvate ⇒ 3-Deoxy-D-manno-octulosonate 8-phosphate + Phosphate,2.5.1.55
1595,KG6PDC,KG6PDC,3-keto-L-gulonate-6-phosphate + H+ ⇒ CO2 + L-Xylulose 5-phosphate,4.1.1.85
1596,Kabcpp,Kabcpp,ATP + H2O + Potassium ⇒ ADP + H+ + Potassium + Phosphate,3.6.3.12
1597,Kt2pp,Kt2pp,H+ + Potassium ⇒ H+ + Potassium,
1598,Kt3pp,Kt3pp,H+ + Potassium ⇒ H+ + Potassium,
1599,Ktex,Ktex,Potassium ⇒ Potassium,
1600,L_LACD2,L_LACD2,L-Lactate + Ubiquinone-8 ⇒ Pyruvate + Ubiquinol-8,1.1.2.3
1601,L_LACD3,L_LACD3,L-Lactate + Menaquinone 8 ⇒ Menaquinol 8 + Pyruvate,1.1.2.3
1602,L_LACt2rpp,L_LACt2rpp,H+ + L-Lactate ⇒ H+ + L-Lactate,
1603,L_LACtex,L_LACtex,L-Lactate ⇒ L-Lactate,
1604,LA4NTpp,LA4NTpp,Core oligosaccharide lipid A + Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose ⇒ 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + Undecaprenyl phosphate,
1605,LACZ,LACZ,H2O + Lactose ⇒ D-Galactose + D-Glucose,3.2.1.23
1606,LACZpp,LACZpp,H2O + Lactose ⇒ D-Galactose + D-Glucose,3.2.1.23
1607,LADGMDH,LADGMDH,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + H2O ⇒ Meso-2,6-Diaminoheptanedioate + L-alanine-D-glutamate",
1608,LALADGLUtex,LALADGLUtex,L-alanine-D-glutamate ⇒ L-alanine-D-glutamate,
1609,LALADGLUtpp,LALADGLUtpp,L-alanine-D-glutamate + H+ ⇒ L-alanine-D-glutamate + H+,
1610,LALALGLUtex,LALALGLUtex,L-alanine-L-glutamate ⇒ L-alanine-L-glutamate,
1611,LALALGLUtpp,LALALGLUtpp,L-alanine-L-glutamate + H+ ⇒ L-alanine-L-glutamate + H+,
1612,LALDO2x,LALDO2x,H+ + Methylglyoxal + Nicotinamide adenine dinucleotide - reduced ⇒ D-Lactaldehyde + Nicotinamide adenine dinucleotide,1.1.1.79
1613,LALDO3,LALDO3,H+ + Methylglyoxal + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Lactaldehyde + Nicotinamide adenine dinucleotide phosphate,1.2.1.49
1614,LALGP,LALGP,L-alanine-L-glutamate + H2O ⇒ L-Alanine + L-Glutamate,3.4.13.18
1615,LCADi,LCADi,H2O + L-Lactaldehyde + Nicotinamide adenine dinucleotide ⇒ 2.0 H+ + L-Lactate + Nicotinamide adenine dinucleotide - reduced,1.2.1.22
1616,LCARR,LCARR,"H+ + D-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced ⇒ (R)-Propane-1,2-diol + Nicotinamide adenine dinucleotide",1.1.1.77
1617,LCARS,LCARS,"H+ + L-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced ⇒ (S)-Propane-1,2-diol + Nicotinamide adenine dinucleotide",1.1.1.77
1618,LCTSt3ipp,LCTSt3ipp,H+ + Lactose ⇒ H+ + Lactose,
1619,LCTStex,LCTStex,Lactose ⇒ Lactose,
1620,LCTStpp,LCTStpp,H+ + Lactose ⇒ H+ + Lactose,
1621,LDH_D,LDH_D,D-Lactate + Nicotinamide adenine dinucleotide ⇒ H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.28
1622,LDH_D2,LDH_D2,D-Lactate + Ubiquinone-8 ⇒ Pyruvate + Ubiquinol-8,
1623,LEUTAi,LEUTAi,4-Methyl-2-oxopentanoate + L-Glutamate ⇒ 2-Oxoglutarate + L-Leucine,2.6.1.67
1624,LEUTRS,LEUTRS,ATP + L-Leucine + TRNA(Leu) ⇒ AMP + L-Leucyl-tRNA(Leu) + Diphosphate,6.1.1.4
1625,LEUabcpp,LEUabcpp,ATP + H2O + L-Leucine ⇒ ADP + H+ + L-Leucine + Phosphate,
1626,LEUt2rpp,LEUt2rpp,H+ + L-Leucine ⇒ H+ + L-Leucine,
1627,LEUtex,LEUtex,L-Leucine ⇒ L-Leucine,
1628,LGTHL,LGTHL,Reduced glutathione + Methylglyoxal ⇒ (R)-S-Lactoylglutathione,
1629,LIPACabcpp,LIPACabcpp,ATP + H2O + Cold adapted KDO(2)-lipid (A) ⇒ ADP + H+ + Cold adapted KDO(2)-lipid (A) + Phosphate,
1630,LIPAHT2ex,LIPAHT2ex,Core oligosaccharide lipid A + H+ + Hexadecanoate (n-C16:0) ⇒ H2O + Hepta-acylated core oligosaccharide lipid A (E. coli),
1631,LIPAHTex,LIPAHTex,H+ + Hexadecanoate (n-C16:0) + KDO(2)-lipid (A) ⇒ H2O + Hepta-acylated KDO(2)-lipid (A),
1632,LIPAMPL,LIPAMPL,Lipoyl-AMP ⇒ AMP + Lipoate (protein bound),
1633,LIPATPT,LIPATPT,ATP + Lipoate ⇒ Lipoyl-AMP + Diphosphate,2.7.7.63
1634,LIPAabcpp,LIPAabcpp,ATP + H2O + KDO(2)-lipid (A) ⇒ ADP + H+ + KDO(2)-lipid (A) + Phosphate,
1635,LIPAabctex,LIPAabctex,ATP + H2O + KDO(2)-lipid (A) ⇒ ADP + H+ + KDO(2)-lipid (A) + Phosphate,
1636,LIPOCT,LIPOCT,H+ + Octanoyl-ACP (n-C8:0ACP) ⇒ Acyl carrier protein + Octanoate (protein bound),
1637,LIPOS,LIPOS,[4Fe-4S] iron-sulfur cluster + 2.0 S-Adenosyl-L-methionine + H+ + Nicotinamide adenine dinucleotide + Octanoate (protein bound) ⇒ [2Fe-2S] iron-sulfur cluster + 2.0 5'-Deoxyadenosine + 2.0 Fe2+ + Lipoate (protein bound) + 2.0 L-Methionine + Nicotinamide adenine dinucleotide - reduced,
1638,LIPOt2pp,LIPOt2pp,H+ + Lipoate ⇒ H+ + Lipoate,
1639,LIPOtex,LIPOtex,Lipoate ⇒ Lipoate,
1640,LPADSS,LPADSS,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine ⇒ H+ + Lipid A Disaccharide + UDP",
1641,LPLIPAL1A120pp,LPLIPAL1A120pp,1-dodecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Dodecanoate (n-C12:0) + Glycerol 3-phosphate + H+,3.1.1.5
1642,LPLIPAL1A140pp,LPLIPAL1A140pp,1-tetradecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Tetradecanoate (n-C14:0),3.1.1.5
1643,LPLIPAL1A141pp,LPLIPAL1A141pp,1-tetradec-7-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Tetradecenoate (n-C14:1),3.1.1.5
1644,LPLIPAL1A160pp,LPLIPAL1A160pp,1-hexadecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Hexadecanoate (n-C16:0),3.1.1.5
1645,LPLIPAL1A161pp,LPLIPAL1A161pp,1-hexadec-9-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Hexadecenoate (n-C16:1),
1646,LPLIPAL1A180pp,LPLIPAL1A180pp,1-octadecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Octadecanoate (n-C18:0),3.1.1.5
1647,LPLIPAL1A181pp,LPLIPAL1A181pp,1-octadec-11-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + H+ + Octadecenoate (n-C18:1),
1648,LPLIPAL1E120pp,LPLIPAL1E120pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Sn-Glycero-3-phosphoethanolamine + H+,
1649,LPLIPAL1E140pp,LPLIPAL1E140pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecanoate (n-C14:0),
1650,LPLIPAL1E141pp,LPLIPAL1E141pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecenoate (n-C14:1),
1651,LPLIPAL1E160pp,LPLIPAL1E160pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecanoate (n-C16:0),
1652,LPLIPAL1E161pp,LPLIPAL1E161pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecenoate (n-C16:1),
1653,LPLIPAL1E180pp,LPLIPAL1E180pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecanoate (n-C18:0),
1654,LPLIPAL1E181pp,LPLIPAL1E181pp,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecenoate (n-C18:1),
1655,LPLIPAL1G120pp,LPLIPAL1G120pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Glycerophosphoglycerol + H+,
1656,LPLIPAL1G140pp,LPLIPAL1G140pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecanoate (n-C14:0),
1657,LPLIPAL1G141pp,LPLIPAL1G141pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecenoate (n-C14:1),
1658,LPLIPAL1G160pp,LPLIPAL1G160pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecanoate (n-C16:0),
1659,LPLIPAL1G161pp,LPLIPAL1G161pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecenoate (n-C16:1),
1660,LPLIPAL1G180pp,LPLIPAL1G180pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecanoate (n-C18:0),
1661,LPLIPAL1G181pp,LPLIPAL1G181pp,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecenoate (n-C18:1),
1662,LPLIPAL2A120,LPLIPAL2A120,2-dodecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Dodecanoate (n-C12:0) + Glycerol 3-phosphate + 2.0 H+,3.1.1.5
1663,LPLIPAL2A140,LPLIPAL2A140,2-tetradecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Tetradecanoate (n-C14:0),3.1.1.5
1664,LPLIPAL2A141,LPLIPAL2A141,2-tetradec-7-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Tetradecenoate (n-C14:1),3.1.1.5
1665,LPLIPAL2A160,LPLIPAL2A160,2-hexadecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Hexadecanoate (n-C16:0),3.1.1.5
1666,LPLIPAL2A161,LPLIPAL2A161,2-hexadec-9-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Hexadecenoate (n-C16:1),
1667,LPLIPAL2A180,LPLIPAL2A180,2-octadecanoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Octadecanoate (n-C18:0),3.1.1.5
1668,LPLIPAL2A181,LPLIPAL2A181,2-octadec-11-enoyl-sn-glycerol 3-phosphate + H2O ⇒ Glycerol 3-phosphate + 2.0 H+ + Octadecenoate (n-C18:1),
1669,LPLIPAL2ATE120,LPLIPAL2ATE120,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + Phosphatidylglycerol (didodecanoyl, n-C12:0) ⇒ Acyl phosphatidylglycerol (n-C12:0) + Sn-Glycero-3-phosphoethanolamine",
1670,LPLIPAL2ATE140,LPLIPAL2ATE140,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) ⇒ Acyl phosphatidylglycerol (n-C14:0) + Sn-Glycero-3-phosphoethanolamine",
1671,LPLIPAL2ATE141,LPLIPAL2ATE141,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) ⇒ Acyl phosphatidylglycerol (n-C14:1) + Sn-Glycero-3-phosphoethanolamine",
1672,LPLIPAL2ATE160,LPLIPAL2ATE160,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) ⇒ Acyl phosphatidylglycerol (n-C16:0) + Sn-Glycero-3-phosphoethanolamine",
1673,LPLIPAL2ATE161,LPLIPAL2ATE161,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) ⇒ Acyl phosphatidylglycerol (n-C16:1) + Sn-Glycero-3-phosphoethanolamine",
1674,LPLIPAL2ATE180,LPLIPAL2ATE180,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) ⇒ Acyl phosphatidylglycerol (n-C18:0) + Sn-Glycero-3-phosphoethanolamine",
1675,LPLIPAL2ATE181,LPLIPAL2ATE181,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) ⇒ Acyl phosphatidylglycerol (n-C18:1) + Sn-Glycero-3-phosphoethanolamine",
1676,LPLIPAL2ATG120,LPLIPAL2ATG120,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + Phosphatidylglycerol (didodecanoyl, n-C12:0) ⇒ Acyl phosphatidylglycerol (n-C12:0) + Glycerophosphoglycerol",
1677,LPLIPAL2ATG140,LPLIPAL2ATG140,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) ⇒ Acyl phosphatidylglycerol (n-C14:0) + Glycerophosphoglycerol",
1678,LPLIPAL2ATG141,LPLIPAL2ATG141,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) ⇒ Acyl phosphatidylglycerol (n-C14:1) + Glycerophosphoglycerol",
1679,LPLIPAL2ATG160,LPLIPAL2ATG160,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) ⇒ Acyl phosphatidylglycerol (n-C16:0) + Glycerophosphoglycerol",
1680,LPLIPAL2ATG161,LPLIPAL2ATG161,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) ⇒ Acyl phosphatidylglycerol (n-C16:1) + Glycerophosphoglycerol",
1681,LPLIPAL2ATG180,LPLIPAL2ATG180,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) ⇒ Acyl phosphatidylglycerol (n-C18:0) + Glycerophosphoglycerol",
1682,LPLIPAL2ATG181,LPLIPAL2ATG181,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) ⇒ Acyl phosphatidylglycerol (n-C18:1) + Glycerophosphoglycerol",
1683,LPLIPAL2E120,LPLIPAL2E120,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Sn-Glycero-3-phosphoethanolamine + H+,
1684,LPLIPAL2E140,LPLIPAL2E140,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecanoate (n-C14:0),
1685,LPLIPAL2E141,LPLIPAL2E141,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecenoate (n-C14:1),
1686,LPLIPAL2E160,LPLIPAL2E160,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecanoate (n-C16:0),3.1.1.5
1687,LPLIPAL2E161,LPLIPAL2E161,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecenoate (n-C16:1),
1688,LPLIPAL2E180,LPLIPAL2E180,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecanoate (n-C18:0),3.1.1.5
1689,LPLIPAL2E181,LPLIPAL2E181,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + H2O ⇒ Sn-Glycero-3-phosphoethanolamine + H+ + Octadecenoate (n-C18:1),
1690,LPLIPAL2G120,LPLIPAL2G120,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + H2O ⇒ Dodecanoate (n-C12:0) + Glycerophosphoglycerol + H+,
1691,LPLIPAL2G140,LPLIPAL2G140,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecanoate (n-C14:0),
1692,LPLIPAL2G141,LPLIPAL2G141,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Tetradecenoate (n-C14:1),
1693,LPLIPAL2G160,LPLIPAL2G160,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecanoate (n-C16:0),
1694,LPLIPAL2G161,LPLIPAL2G161,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Hexadecenoate (n-C16:1),
1695,LPLIPAL2G180,LPLIPAL2G180,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecanoate (n-C18:0),
1696,LPLIPAL2G181,LPLIPAL2G181,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + H2O ⇒ Glycerophosphoglycerol + H+ + Octadecenoate (n-C18:1),
1697,LSERDHr,LSERDHr,Nicotinamide adenine dinucleotide phosphate + L-Serine ⇒ 2-Aminomalonate semialdehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.276
1698,LYSDC,LYSDC,"H+ + L-Lysine ⇒ 1,5-Diaminopentane + CO2",4.1.1.18
1699,LYSTRS,LYSTRS,ATP + L-Lysine + TRNA(Lys) ⇒ AMP + L-Lysine-tRNA (Lys) + Diphosphate,6.1.1.6
1700,LYSabcpp,LYSabcpp,ATP + H2O + L-Lysine ⇒ ADP + H+ + L-Lysine + Phosphate,3.6.3.21
1701,LYSt2pp,LYSt2pp,H+ + L-Lysine ⇒ H+ + L-Lysine,
1702,LYSt3pp,LYSt3pp,H+ + L-Lysine ⇒ H+ + L-Lysine,
1703,LYStex,LYStex,L-Lysine ⇒ L-Lysine,
1704,LYXI,LYXI,L-Lyxose ⇒ L-Xylulose,5.3.1.-
1705,LYXt2pp,LYXt2pp,H+ + L-Lyxose ⇒ H+ + L-Lyxose,
1706,LYXtex,LYXtex,L-Lyxose ⇒ L-Lyxose,
1707,M1PD,M1PD,D-Mannitol 1-phosphate + Nicotinamide adenine dinucleotide ⇒ D-Fructose 6-phosphate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.17
1708,MACPD,MACPD,H+ + Malonyl-[acyl-carrier protein] ⇒ Acetyl-ACP + CO2,4.1.1.87
1709,MALCOAMT,MALCOAMT,S-Adenosyl-L-methionine + Malonyl-CoA ⇒ S-Adenosyl-L-homocysteine + Malonyl-CoA methyl ester,
1710,MALDDH,MALDDH,D-Malate + Nicotinamide adenine dinucleotide ⇒ CO2 + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.83
1711,MALDt2_2pp,MALDt2_2pp,2.0 H+ + D-Malate ⇒ 2.0 H+ + D-Malate,
1712,MALDtex,MALDtex,D-Malate ⇒ D-Malate,
1713,MALS,MALS,Acetyl-CoA + Glyoxylate + H2O ⇒ Coenzyme A + H+ + L-Malate,2.3.3.9
1714,MALTATr,MALTATr,Acetyl-CoA + Maltose ⇒ Acetyl-maltose + Coenzyme A,2.3.1.79
1715,MALTHXabcpp,MALTHXabcpp,ATP + H2O + Maltohexaose ⇒ ADP + H+ + Maltohexaose + Phosphate,
1716,MALTHXtexi,MALTHXtexi,Maltohexaose ⇒ Maltohexaose,
1717,MALTPTabcpp,MALTPTabcpp,ATP + H2O + Maltopentaose ⇒ ADP + H+ + Maltopentaose + Phosphate,
1718,MALTPTtexi,MALTPTtexi,Maltopentaose ⇒ Maltopentaose,
1719,MALTTRabcpp,MALTTRabcpp,ATP + H2O + Maltotriose ⇒ ADP + H+ + Maltotriose + Phosphate,3.6.3
1720,MALTTRtexi,MALTTRtexi,Maltotriose ⇒ Maltotriose,
1721,MALTTTRabcpp,MALTTTRabcpp,ATP + H2O + Maltotetraose ⇒ ADP + H+ + Maltotetraose + Phosphate,3.6.3
1722,MALTTTRtexi,MALTTTRtexi,Maltotetraose ⇒ Maltotetraose,
1723,MALTabcpp,MALTabcpp,ATP + H2O + Maltose ⇒ ADP + H+ + Maltose + Phosphate,3.6.3.19
1724,MALTptspp,MALTptspp,Maltose + Phosphoenolpyruvate ⇒ Maltose 6'-phosphate + Pyruvate,
1725,MALTtexi,MALTtexi,Maltose ⇒ Maltose,
1726,MALt2_2pp,MALt2_2pp,2.0 H+ + L-Malate ⇒ 2.0 H+ + L-Malate,
1727,MALt2_3pp,MALt2_3pp,3.0 H+ + L-Malate ⇒ 3.0 H+ + L-Malate,
1728,MALt3pp,MALt3pp,H+ + L-Malate ⇒ H+ + L-Malate,
1729,MALtex,MALtex,L-Malate ⇒ L-Malate,
1730,MAN1PT2,MAN1PT2,GDP + H+ + D-Mannose 1-phosphate ⇒ GDP-D-mannose + Phosphate,2.7.7.22
1731,MAN6PI,MAN6PI,D-Mannose 6-phosphate ⇒ D-Fructose 6-phosphate,5.3.1.8
1732,MAN6Pt6_2pp,MAN6Pt6_2pp,D-Mannose 6-phosphate + 2.0 Phosphate ⇒ D-Mannose 6-phosphate + 2.0 Phosphate,
1733,MAN6Ptex,MAN6Ptex,D-Mannose 6-phosphate ⇒ D-Mannose 6-phosphate,
1734,MANAO,MANAO,D-Mannonate + Nicotinamide adenine dinucleotide ⇒ D-Fructuronate + H+ + Nicotinamide adenine dinucleotide - reduced,1.1.1.57
1735,MANGLYCptspp,MANGLYCptspp,2(alpha-D-Mannosyl)-D-glycerate + Phosphoenolpyruvate ⇒ 2(alpha-D-Mannosyl-6-phosphate)-D-glycerate + Pyruvate,
1736,MANGLYCtex,MANGLYCtex,2(alpha-D-Mannosyl)-D-glycerate ⇒ 2(alpha-D-Mannosyl)-D-glycerate,
1737,MANPGH,MANPGH,H2O + 2(alpha-D-Mannosyl-6-phosphate)-D-glycerate ⇒ (R)-Glycerate + D-Mannose 6-phosphate,3.2.1.170
1738,MANptspp,MANptspp,D-Mannose + Phosphoenolpyruvate ⇒ D-Mannose 6-phosphate + Pyruvate,
1739,MANtex,MANtex,D-Mannose ⇒ D-Mannose,
1740,MCITD,MCITD,2-Methylcitrate ⇒ Cis-2-Methylaconitate + H2O,4.2.1.79
1741,MCITL2,MCITL2,Methylisocitrate ⇒ Pyruvate + Succinate,4.1.3.30
1742,MCITS,MCITS,H2O + Oxaloacetate + Propanoyl-CoA ⇒ 2-Methylcitrate + Coenzyme A + H+,2.3.3.5
1743,MCOATA,MCOATA,Acyl carrier protein + Malonyl-CoA ⇒ Coenzyme A + Malonyl-[acyl-carrier protein],2.3.1.86
1744,MCPST,MCPST,Hydrogen cyanide + Mercaptopyruvate ⇒ H+ + Pyruvate + Thiocyanate,2.8.1.2
1745,MCTP1App,MCTP1App,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain) ⇒ D-Alanine + Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",
