id,reaction,reaction_name,reaction_string,ec_number,gene_name,gene_id,organism,kcat
Kt3pp,Kt3pp,Potassium transport out via proton antiport (periplasm),H+ + Potassium = H+ + Potassium,,mdfA,b0842,Escherichia coli,
Kt3pp,Kt3pp,Potassium transport out via proton antiport (periplasm),H+ + Potassium = H+ + Potassium,,kefB,b3350,Escherichia coli,
Ktex,Ktex,Potassium transport via diffusion (extracellular to periplasm),Potassium = Potassium,,ompC,b2215,Escherichia coli,
Ktex,Ktex,Potassium transport via diffusion (extracellular to periplasm),Potassium = Potassium,,ompN,b1377,Escherichia coli,
Ktex,Ktex,Potassium transport via diffusion (extracellular to periplasm),Potassium = Potassium,,phoE,b0241,Escherichia coli,
Ktex,Ktex,Potassium transport via diffusion (extracellular to periplasm),Potassium = Potassium,,ompF,b0929,Escherichia coli,
Ktex_reverse,Ktex,,Potassium = Potassium,,ompC,b2215,Escherichia coli,
Ktex_reverse,Ktex,,Potassium = Potassium,,ompN,b1377,Escherichia coli,
Ktex_reverse,Ktex,,Potassium = Potassium,,phoE,b0241,Escherichia coli,
Ktex_reverse,Ktex,,Potassium = Potassium,,ompF,b0929,Escherichia coli,
LA4NTpp,LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",Core oligosaccharide lipid A + Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose = 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + Undecaprenyl phosphate,,arnT,b2257,Escherichia coli,
LACZ,LACZ,B-galactosidase,H2O + Lactose = D-Galactose + D-Glucose,3.2.1.23,lacZ,b0344,Escherichia coli,
LACZpp,LACZpp,B-galactosidase,H2O + Lactose = D-Galactose + D-Glucose,3.2.1.23,bglX,b2132,Escherichia coli,
LADGMDH,LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + H2O = Meso-2,6-Diaminoheptanedioate + L-alanine-D-glutamate",,mpaA,b1326,Escherichia coli,
LALADGLUtex,LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),L-alanine-D-glutamate = L-alanine-D-glutamate,,ompC,b2215,Escherichia coli,
LALADGLUtex,LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),L-alanine-D-glutamate = L-alanine-D-glutamate,,ompN,b1377,Escherichia coli,
LALADGLUtex,LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),L-alanine-D-glutamate = L-alanine-D-glutamate,,phoE,b0241,Escherichia coli,
LALADGLUtex,LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),L-alanine-D-glutamate = L-alanine-D-glutamate,,ompF,b0929,Escherichia coli,
LALADGLUtex_reverse,LALADGLUtex,,L-alanine-D-glutamate = L-alanine-D-glutamate,,ompC,b2215,Escherichia coli,
LALADGLUtex_reverse,LALADGLUtex,,L-alanine-D-glutamate = L-alanine-D-glutamate,,ompN,b1377,Escherichia coli,
LALADGLUtex_reverse,LALADGLUtex,,L-alanine-D-glutamate = L-alanine-D-glutamate,,phoE,b0241,Escherichia coli,
LALADGLUtex_reverse,LALADGLUtex,,L-alanine-D-glutamate = L-alanine-D-glutamate,,ompF,b0929,Escherichia coli,
LALADGLUtpp,LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),L-alanine-D-glutamate + H+ = L-alanine-D-glutamate + H+,,dtpD,b0709,Escherichia coli,
LALADGLUtpp,LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),L-alanine-D-glutamate + H+ = L-alanine-D-glutamate + H+,,dtpC,b4130,Escherichia coli,
LALADGLUtpp,LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),L-alanine-D-glutamate + H+ = L-alanine-D-glutamate + H+,,dtpA,b1634,Escherichia coli,
LALADGLUtpp,LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),L-alanine-D-glutamate + H+ = L-alanine-D-glutamate + H+,,dtpB,b3496,Escherichia coli,
LALALGLUtex,LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),L-alanine-L-glutamate = L-alanine-L-glutamate,,ompC,b2215,Escherichia coli,
LALALGLUtex,LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),L-alanine-L-glutamate = L-alanine-L-glutamate,,ompN,b1377,Escherichia coli,
LALALGLUtex,LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),L-alanine-L-glutamate = L-alanine-L-glutamate,,phoE,b0241,Escherichia coli,
LALALGLUtex,LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),L-alanine-L-glutamate = L-alanine-L-glutamate,,ompF,b0929,Escherichia coli,
LALALGLUtex_reverse,LALALGLUtex,,L-alanine-L-glutamate = L-alanine-L-glutamate,,ompC,b2215,Escherichia coli,
LALALGLUtex_reverse,LALALGLUtex,,L-alanine-L-glutamate = L-alanine-L-glutamate,,ompN,b1377,Escherichia coli,
LALALGLUtex_reverse,LALALGLUtex,,L-alanine-L-glutamate = L-alanine-L-glutamate,,phoE,b0241,Escherichia coli,
LALALGLUtex_reverse,LALALGLUtex,,L-alanine-L-glutamate = L-alanine-L-glutamate,,ompF,b0929,Escherichia coli,
LALALGLUtpp,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),L-alanine-L-glutamate + H+ = L-alanine-L-glutamate + H+,,dtpD,b0709,Escherichia coli,
LALALGLUtpp,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),L-alanine-L-glutamate + H+ = L-alanine-L-glutamate + H+,,dtpC,b4130,Escherichia coli,
LALALGLUtpp,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),L-alanine-L-glutamate + H+ = L-alanine-L-glutamate + H+,,dtpA,b1634,Escherichia coli,
LALALGLUtpp,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),L-alanine-L-glutamate + H+ = L-alanine-L-glutamate + H+,,dtpB,b3496,Escherichia coli,
LALDO2x,LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,H+ + Methylglyoxal + Nicotinamide adenine dinucleotide - reduced = D-Lactaldehyde + Nicotinamide adenine dinucleotide,1.1.1.79,gldA,b3945,Escherichia coli,26.67
LALDO3,LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,H+ + Methylglyoxal + Nicotinamide adenine dinucleotide phosphate - reduced = L-Lactaldehyde + Nicotinamide adenine dinucleotide phosphate,1.2.1.49,,,Escherichia coli,11.0
LALGP,LALGP,L-alanyl-gamma-L-glutamate peptidase,L-alanine-L-glutamate + H2O = L-Alanine + L-Glutamate,3.4.13.18,pepD,b0237,Escherichia coli,
LCADi,LCADi,Lactaldehyde dehydrogenase,H2O + L-Lactaldehyde + Nicotinamide adenine dinucleotide = 2.0 H+ + L-Lactate + Nicotinamide adenine dinucleotide - reduced,1.2.1.22,aldA,b1415,Escherichia coli,
LCARR,LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)","H+ + D-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced = (R)-Propane-1,2-diol + Nicotinamide adenine dinucleotide",1.1.1.77,,,Escherichia coli,26.335
LCARR_reverse,LCARR,,"(R)-Propane-1,2-diol + Nicotinamide adenine dinucleotide = H+ + D-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced",1.1.1.77,,,Escherichia coli,
LCARS,LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)","H+ + L-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced = (S)-Propane-1,2-diol + Nicotinamide adenine dinucleotide",1.1.1.77,fucO,b2799,Escherichia coli,26.335
LCARS_reverse,LCARS,,"(S)-Propane-1,2-diol + Nicotinamide adenine dinucleotide = H+ + L-Lactaldehyde + Nicotinamide adenine dinucleotide - reduced",1.1.1.77,fucO,b2799,Escherichia coli,
LCTSt3ipp,LCTSt3ipp,Lactose transport via proton aniport (periplasm),H+ + Lactose = H+ + Lactose,,ydeA,b1528,Escherichia coli,
LCTSt3ipp,LCTSt3ipp,Lactose transport via proton aniport (periplasm),H+ + Lactose = H+ + Lactose,,setB,b2170,Escherichia coli,
LCTSt3ipp,LCTSt3ipp,Lactose transport via proton aniport (periplasm),H+ + Lactose = H+ + Lactose,,setA,b0070,Escherichia coli,
LCTStex,LCTStex,Lactose transport via diffusion (extracellular to periplasm),Lactose = Lactose,,ompC,b2215,Escherichia coli,
LCTStex,LCTStex,Lactose transport via diffusion (extracellular to periplasm),Lactose = Lactose,,ompN,b1377,Escherichia coli,
LCTStex,LCTStex,Lactose transport via diffusion (extracellular to periplasm),Lactose = Lactose,,phoE,b0241,Escherichia coli,
LCTStex,LCTStex,Lactose transport via diffusion (extracellular to periplasm),Lactose = Lactose,,ompF,b0929,Escherichia coli,
LCTStex_reverse,LCTStex,,Lactose = Lactose,,ompC,b2215,Escherichia coli,
LCTStex_reverse,LCTStex,,Lactose = Lactose,,ompN,b1377,Escherichia coli,
LCTStex_reverse,LCTStex,,Lactose = Lactose,,phoE,b0241,Escherichia coli,
LCTStex_reverse,LCTStex,,Lactose = Lactose,,ompF,b0929,Escherichia coli,
LCTStpp,LCTStpp,Lactose transport via proton symport (periplasm),H+ + Lactose = H+ + Lactose,,lacY,b0343,Escherichia coli,
LCTStpp_reverse,LCTStpp,,H+ + Lactose = H+ + Lactose,,lacY,b0343,Escherichia coli,
LDH_D,LDH_D,D-lactate dehydrogenase,D-Lactate + Nicotinamide adenine dinucleotide = H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.28,dld,b2133,Escherichia coli,
LDH_D,LDH_D,D-lactate dehydrogenase,D-Lactate + Nicotinamide adenine dinucleotide = H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate,1.1.1.28,ldhA,b1380,Escherichia coli,
LDH_D2,LDH_D2,D-lactate dehydrogenase,D-Lactate + Ubiquinone-8 = Pyruvate + Ubiquinol-8,,dld,b2133,Escherichia coli,
LDH_D_reverse,LDH_D,,H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate = D-Lactate + Nicotinamide adenine dinucleotide,1.1.1.28,dld,b2133,Escherichia coli,26.67
LDH_D_reverse,LDH_D,,H+ + Nicotinamide adenine dinucleotide - reduced + Pyruvate = D-Lactate + Nicotinamide adenine dinucleotide,1.1.1.28,ldhA,b1380,Escherichia coli,26.67
LEUTAi,LEUTAi,Leucine transaminase (irreversible),4-Methyl-2-oxopentanoate + L-Glutamate = 2-Oxoglutarate + L-Leucine,2.6.1.67,ilvE,b3770,Escherichia coli,6.61
LEUTAi,LEUTAi,Leucine transaminase (irreversible),4-Methyl-2-oxopentanoate + L-Glutamate = 2-Oxoglutarate + L-Leucine,2.6.1.67,tyrB,b4054,Escherichia coli,6.61
LEUTRS,LEUTRS,Leucyl-tRNA synthetase,ATP + L-Leucine + TRNA(Leu) = AMP + L-Leucyl-tRNA(Leu) + Diphosphate,6.1.1.4,leuS,b0642,Escherichia coli,1.88
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livJ,b3460,Escherichia coli,
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livM,b3456,Escherichia coli,
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livH,b3457,Escherichia coli,
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livG,b3455,Escherichia coli,
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livF,b3454,Escherichia coli,
LEUabcpp,LEUabcpp,L-leucine transport via ABC system (periplasm),ATP + H2O + L-Leucine = ADP + H+ + L-Leucine + Phosphate,,livK,b3458,Escherichia coli,
LEUt2rpp,LEUt2rpp,L-leucine reversible transport via proton symport (periplasm),H+ + L-Leucine = H+ + L-Leucine,,brnQ,b0401,Escherichia coli,
LEUt2rpp_reverse,LEUt2rpp,,H+ + L-Leucine = H+ + L-Leucine,,brnQ,b0401,Escherichia coli,
LEUtex,LEUtex,L-leucine transport via diffusion (extracellular to periplasm),L-Leucine = L-Leucine,,ompC,b2215,Escherichia coli,
LEUtex,LEUtex,L-leucine transport via diffusion (extracellular to periplasm),L-Leucine = L-Leucine,,ompN,b1377,Escherichia coli,
LEUtex,LEUtex,L-leucine transport via diffusion (extracellular to periplasm),L-Leucine = L-Leucine,,phoE,b0241,Escherichia coli,
LEUtex,LEUtex,L-leucine transport via diffusion (extracellular to periplasm),L-Leucine = L-Leucine,,ompF,b0929,Escherichia coli,
LEUtex_reverse,LEUtex,,L-Leucine = L-Leucine,,ompC,b2215,Escherichia coli,
LEUtex_reverse,LEUtex,,L-Leucine = L-Leucine,,ompN,b1377,Escherichia coli,
LEUtex_reverse,LEUtex,,L-Leucine = L-Leucine,,phoE,b0241,Escherichia coli,
LEUtex_reverse,LEUtex,,L-Leucine = L-Leucine,,ompF,b0929,Escherichia coli,
LGTHL,LGTHL,Lactoylglutathione lyase,Reduced glutathione + Methylglyoxal = (R)-S-Lactoylglutathione,,gloA,b1651,Escherichia coli,
LIPACabcpp,LIPACabcpp,Lipid (cold) A transport via ABC system (periplasm),ATP + H2O + Cold adapted KDO(2)-lipid (A) = ADP + H+ + Cold adapted KDO(2)-lipid (A) + Phosphate,,msbA,b0914,Escherichia coli,
LIPAHT2ex,LIPAHT2ex,Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),Core oligosaccharide lipid A + H+ + Hexadecanoate (n-C16:0) = H2O + Hepta-acylated core oligosaccharide lipid A (E. coli),,pagP,b0622,Escherichia coli,
LIPAHTex,LIPAHTex,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),H+ + Hexadecanoate (n-C16:0) + KDO(2)-lipid (A) = H2O + Hepta-acylated KDO(2)-lipid (A),,pagP,b0622,Escherichia coli,
LIPAMPL,LIPAMPL,Lipoyl-adenylate protein ligase,Lipoyl-AMP = AMP + Lipoate (protein bound),,lplA,b4386,Escherichia coli,
LIPATPT,LIPATPT,Lipoate-ATP adenylate transferase,ATP + Lipoate = Lipoyl-AMP + Diphosphate,2.7.7.63,lplA,b4386,Escherichia coli,1.76
LIPAabcpp,LIPAabcpp,Lipid A transport via ABC system (periplasm),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,msbA,b0914,Escherichia coli,
LIPAabctex,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,lptC,b3199,Escherichia coli,
LIPAabctex,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,lptA,b3200,Escherichia coli,
LIPAabctex,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,lptG,b4262,Escherichia coli,
LIPAabctex,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,lptB,b3201,Escherichia coli,
LIPAabctex,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),ATP + H2O + KDO(2)-lipid (A) = ADP + H+ + KDO(2)-lipid (A) + Phosphate,,lptF,b4261,Escherichia coli,
LIPOCT,LIPOCT,Lipoyl(octanoyl) transferase,H+ + Octanoyl-ACP (n-C8:0ACP) = Acyl carrier protein + Octanoate (protein bound),,lipB,b0630,Escherichia coli,
LIPOS,LIPOS,Lipoate synthase,[4Fe-4S] iron-sulfur cluster + 2.0 S-Adenosyl-L-methionine + H+ + Nicotinamide adenine dinucleotide + Octanoate (protein bound) = [2Fe-2S] iron-sulfur cluster + 2.0 5'-Deoxyadenosine + 2.0 Fe2+ + Lipoate (protein bound) + 2.0 L-Methionine + Nicotinamide adenine dinucleotide - reduced,,lipA,b0628,Escherichia coli,
LIPOt2pp,LIPOt2pp,Lipoate transport via proton symport (periplasm),H+ + Lipoate = H+ + Lipoate,,,,Escherichia coli,
LIPOtex,LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),Lipoate = Lipoate,,ompC,b2215,Escherichia coli,
LIPOtex,LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),Lipoate = Lipoate,,ompN,b1377,Escherichia coli,
LIPOtex,LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),Lipoate = Lipoate,,phoE,b0241,Escherichia coli,
LIPOtex,LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),Lipoate = Lipoate,,ompF,b0929,Escherichia coli,
LIPOtex_reverse,LIPOtex,,Lipoate = Lipoate,,ompC,b2215,Escherichia coli,
LIPOtex_reverse,LIPOtex,,Lipoate = Lipoate,,ompN,b1377,Escherichia coli,
LIPOtex_reverse,LIPOtex,,Lipoate = Lipoate,,phoE,b0241,Escherichia coli,
LIPOtex_reverse,LIPOtex,,Lipoate = Lipoate,,ompF,b0929,Escherichia coli,
LPADSS,LPADSS,Lipid A disaccaride synthase,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine = H+ + Lipid A Disaccharide + UDP",,lpxB,b0182,Escherichia coli,
LPLIPAL1A120pp,LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",1-dodecanoyl-sn-glycerol 3-phosphate + H2O = Dodecanoate (n-C12:0) + Glycerol 3-phosphate + H+,3.1.1.5,tesA,b0494,Escherichia coli,
LPLIPAL1A140pp,LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",1-tetradecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Tetradecanoate (n-C14:0),3.1.1.5,tesA,b0494,Escherichia coli,
LPLIPAL1A141pp,LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",1-tetradec-7-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Tetradecenoate (n-C14:1),3.1.1.5,tesA,b0494,Escherichia coli,
LPLIPAL1A160pp,LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",1-hexadecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Hexadecanoate (n-C16:0),3.1.1.5,tesA,b0494,Escherichia coli,
LPLIPAL1A161pp,LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",1-hexadec-9-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Hexadecenoate (n-C16:1),,tesA,b0494,Escherichia coli,
LPLIPAL1A180pp,LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",1-octadecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Octadecanoate (n-C18:0),3.1.1.5,tesA,b0494,Escherichia coli,
LPLIPAL1A181pp,LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",1-octadec-11-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + H+ + Octadecenoate (n-C18:1),,tesA,b0494,Escherichia coli,
LPLIPAL1E120pp,LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + H2O = Dodecanoate (n-C12:0) + Sn-Glycero-3-phosphoethanolamine + H+,,tesA,b0494,Escherichia coli,
LPLIPAL1E140pp,LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecanoate (n-C14:0),,tesA,b0494,Escherichia coli,
LPLIPAL1E141pp,LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Tetradecenoate (n-C14:1),,tesA,b0494,Escherichia coli,
LPLIPAL1E160pp,LPLIPAL1E160pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecanoate (n-C16:0),,tesA,b0494,Escherichia coli,
LPLIPAL1E161pp,LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Hexadecenoate (n-C16:1),,tesA,b0494,Escherichia coli,
LPLIPAL1E180pp,LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Octadecanoate (n-C18:0),,tesA,b0494,Escherichia coli,
LPLIPAL1E181pp,LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + H2O = Sn-Glycero-3-phosphoethanolamine + H+ + Octadecenoate (n-C18:1),,tesA,b0494,Escherichia coli,
LPLIPAL1G120pp,LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + H2O = Dodecanoate (n-C12:0) + Glycerophosphoglycerol + H+,,tesA,b0494,Escherichia coli,
LPLIPAL1G140pp,LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + H2O = Glycerophosphoglycerol + H+ + Tetradecanoate (n-C14:0),,tesA,b0494,Escherichia coli,
LPLIPAL1G141pp,LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + H2O = Glycerophosphoglycerol + H+ + Tetradecenoate (n-C14:1),,tesA,b0494,Escherichia coli,
LPLIPAL1G160pp,LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + H2O = Glycerophosphoglycerol + H+ + Hexadecanoate (n-C16:0),,tesA,b0494,Escherichia coli,
LPLIPAL1G161pp,LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + H2O = Glycerophosphoglycerol + H+ + Hexadecenoate (n-C16:1),,tesA,b0494,Escherichia coli,
LPLIPAL1G180pp,LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + H2O = Glycerophosphoglycerol + H+ + Octadecanoate (n-C18:0),,tesA,b0494,Escherichia coli,
LPLIPAL1G181pp,LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + H2O = Glycerophosphoglycerol + H+ + Octadecenoate (n-C18:1),,tesA,b0494,Escherichia coli,
LPLIPAL2A120,LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",2-dodecanoyl-sn-glycerol 3-phosphate + H2O = Dodecanoate (n-C12:0) + Glycerol 3-phosphate + 2.0 H+,3.1.1.5,pldB,b3825,Escherichia coli,
LPLIPAL2A140,LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",2-tetradecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Tetradecanoate (n-C14:0),3.1.1.5,pldB,b3825,Escherichia coli,
LPLIPAL2A141,LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2-tetradec-7-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Tetradecenoate (n-C14:1),3.1.1.5,pldB,b3825,Escherichia coli,
LPLIPAL2A160,LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",2-hexadecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Hexadecanoate (n-C16:0),3.1.1.5,pldB,b3825,Escherichia coli,
LPLIPAL2A161,LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",2-hexadec-9-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Hexadecenoate (n-C16:1),,pldB,b3825,Escherichia coli,
LPLIPAL2A180,LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",2-octadecanoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Octadecanoate (n-C18:0),3.1.1.5,pldB,b3825,Escherichia coli,
LPLIPAL2A181,LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",2-octadec-11-enoyl-sn-glycerol 3-phosphate + H2O = Glycerol 3-phosphate + 2.0 H+ + Octadecenoate (n-C18:1),,pldB,b3825,Escherichia coli,
LPLIPAL2ATE120,LPLIPAL2ATE120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + Phosphatidylglycerol (didodecanoyl, n-C12:0) = Acyl phosphatidylglycerol (n-C12:0) + Sn-Glycero-3-phosphoethanolamine",,pldB,b3825,Escherichia coli,
LPLIPAL2ATE140,LPLIPAL2ATE140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) = Acyl phosphatidylglycerol (n-C14:0) + Sn-Glycero-3-phosphoethanolamine",,pldB,b3825,Escherichia coli,
LPLIPAL2ATE141,LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) = Acyl phosphatidylglycerol (n-C14:1) + Sn-Glycero-3-phosphoethanolamine",,pldB,b3825,Escherichia coli,
